cn,vi
日禮非其子耶遂迎立之追封昱為皇太伯〇,"Nhật Lễ phi kì tử da! Toại, nghênh lập chi truy phong Dực vi Hoàng thái bá ."
秋八月四日〇禮尊憲慈皇太后為憲慈宣聖太皇太后儀聖皇后為𧗼慈佐聖皇太后〇,"Thu bát nguyệt, tứ nhật, Nhật Lễ tôn Hiến Từ Hoàng Thái Hậu vi Hiến Từ Tuyên Thánh Thái Hoàng Thái Hậu, Nghi Thánh Hoàng Hậu vi Huy Từ Tá Thánh Hoàng thái hậu ."
納恭定王暊女為皇后〇,Nạp Cung Định Vương Phũ nữ vi Hoàng hậu .
冬十一月塟阜陵明遣牛諒張,"Đông thập nhất nguyệt, táng Phụ Lăng Minh khiến Ngưu Lượng Trương."
以寕賫金印龍章來適裕宗晏駕,Dĩ Ninh tê kim ấn Long Chương lai thích Dụ Tông yến giá.
諒作詩换之曰南服蒼生奠枕安龍編開國控諸蠻包茅苲喜通王貢薤露寕期别庶官丹詔遠頒金印重黄膓新閟玉衣寒傷心最是天朝使欲見無由淚满鞍,"Lượng tác thi hoán chi viết: Nam phục thương sinh điện chẩm an, Long Biên khai quốc khống chư man, Bao mao sạ hỉ thông vương cống, giới lộ ninh kì biệt thứ quan, Đan chiếu viễn ban kim ấn trọng, Hoàng trường tân bí ngọc y hàn, Thương tâm tối thị Thiên triều sứ, Dục kiến vô do lệ mãn an."
既而以寕疾死惟諒回國,"Kí nhi, Dĩ Ninh tật tử, duy Lượng hồi quốc."
右将國恭定王暊作,Hữu tướng quốc Cung Định Vương phũ tác..
詩餞之曰安南宰相不能詩空把茶甌送客㱕圓傘山青瀘水碧隨風直入五雲𢒎,"thi tiễn chi viết: An Nam tể tướng bất năng thi, Không bá trà âu tống khách quy, Viên Tản sơn thanh Lô thuỷ bích, tuỳ phong trực nhập ngũ vân phi."
諒謂暊必有國,Lượng vị phũ tất hữu quốc.
後果如其言〇,Hậu quả như kì ngôn .
日禮拜右相國元晫為上相國太宰〇,Nhật Lễ bái Hữu tướng quốc Nguyên trác vi Thượng tướng quốc Thái tể .
十二月十四日日禮弑憲慈宣聖太皇太后于宫中,"Thập nhị nguyệt, thập tứ nhật, Nhật Lễ thích Hiến Từ Tuyên Thánh Thái Hoàng Thái Hậu vu cung trung."
太后性仁厚多有相成之功,"Thái hậu tính nhân hậu, đa hữu tương thành chi công."
初明宗御北宫有閽人於嚴光井中得斑魚一尾口中有物挑出之中有字乃厭咒語有裕宗恭肅天寕等字皆憲慈所出閽人持以聞,"Sơ, Minh Tông ngự Bắc cung hữu hôn nhân ư Nghiêm Quang tỉnh trung đắc ban ngư nhất vĩ, khẩu trung hữu vật khiêu xuất, chi trung hữu tự nãi yếm chú ngữ hữu Dụ Tông, Cung Túc, Thiên Ninh đẳng tự [giai Hiến Từ sở. xuất,] Hôn nhân trì dĩ văn."
明宗大駭詔悉捕宫人宫媪宫婢按問,"Minh Tông đại hãi, chiếu tất bổ cung nhân, cung ẩu, cung tì án vấn."
太后曰且此恐其中有寃者,Thái hậu viết: Thả thử khủng kì trung hữu oan giả.
妾請潜加體,Thiếp thỉnh tiềm gia thể..
問,vấn.
從之,Tòng chi.
太后使人問閽人曰近日宫中某房買斑魚者閽人以朝門次妃對,"Thái hậu sử nhân vấn hôn nhân viết, Cận nhật cung trung mỗ phòng mãi ban ngư giả? Hôn nhân dĩ Triều Môn thứ phi đối."
太后以聞明宗亟令窮治,Thái hậu dĩ văn Minh Tông cực lệnh cùng trị.
太后曰北宫中事不可發露,Thái hậu viết: Bắc cung trung sự bất khả phát lộ.
朝門次妃恭靖所出也,Triều Môn thứ phi Cung Tịnh sở xuất dã.
如其𤼵露則宫家與太尉生釁,Như kì phát lộ tắc cung gia dữ Thái uý sinh hấn.
臣請寝而勿問,Thần thỉnh tẩm nhi vật vấn.
明宗贒之逮,Minh Tông hiền chi đãi.
明宗崩将軍陳宗霍賣忠於裕宗交構其事,"Minh Tông băng, tướng quân Trần Tông Hoắc mại trung ư Dụ Tông giao cấu kì sự."
太尉将遇害頼太皇力救得免,"Thái uý tương ngộ hại lại, Thái hoàng lực cứu đắc miễn."
當時稱之曰太后能盡母道矣嫡庶之分雖不同而仁慈之念無或間使君臣父子兄弟之恩義不少玷缺近古以來未之有也,"Đương thời xưng chi viết Thái hậu năng tận mẫu đạo hĩ, đích thứ chi phân tuy bất đồng nhi nhân từ chi niệm vô hoặc gian, sử quân thần phụ tử huynh đệ chi ân nghĩa bất thiếu điếm khuyết cận cổ dĩ lai vị chi hữu dã."
古之所謂女中堯舜太后以,"Cổ chi sở vị nữ trung Nghiêu Thuấn, Thái hậu dĩ.."
之,chi.
嘗悔立日禮日禮潜鴆之,Thường hối lập Nhật Lễ NHật Lễ tiềm chậm chi.
藝宗皇帝附昏德公楊日禮一年諱暊明宗弟三子也嫡母憲慈宣聖太皇太后親生母與憲慈同母即阮聖訓女嫁黎氏之所生女明宗次妃黎氏者也在位三年遜位二十七年壽七十四,"Nghệ Tông Hoàng Đế Phụ Hôn Đức Công Dương Nhật Lễ nhất niên [Huý phũ Minh Tông đệ tam tử dã. Đích mẫu Hiến Từ Tuyên Thánh Thái Hoàng Thái hậu thân sinh mẫu dữ Hiến Từ đồng mẫu tức Nguyễn Thánh Huấn nữ giá Lê thị chi sở sinh nữ, Minh tông thứ phi Lê thị giả dã. Tại vị tam niên tốn vị nhị thập thất niên thọ thất thập tứ ."
帝削平内難光復洪圖䂓恢功烈炳,"Đế tước bình nội nan quang phục hồng đồ, quy khôi công liệt bính."
彪宇宙,bưu vũ trụ.
然恭儉有餘而剛斲不足,Nhiên cung kiệm hữu dư nhi cương trác bất túc.
外冦侵犯京畿内姦覬覦神噐社稷消剥以至於亡庚戌紹慶元年十月以前楊日禮大定二年,"Ngoại khấu xâm phạm kinh kì nội gian ký du thần khí xã tắc. tiêu bác dĩ chí ư vong. Canh Tuất Thiệu Khánh nguyên niên, [thập nguyệt dĩ tiền Dương Nhật Lễ Đại Định nhị niên ."
明洪武三年春正月明帝親製祝文命朝天宫道士閻原復賫牲幣來致祭于傘圓山及瀘江諸水神,"Minh Hồng Vũ tam niên,] xuân chính nguyệt, Minh đế thân chế chúc văn mệnh Triều Thiên cung đạo sĩ Diêm Nguyên Phục tê sinh tệ lai trí tế vu Tản Viên sơn cập Lô Giang chư thuỷ thần."
夏四月閻原復入國,"Hạ tứ nguyệt, Diêm Nguyên Phục nhập quốc.."
都敬行祀事󰍶刻文于石紀其事然後辝㱕〇,đô kính hành tự sự tất khắc văn vu thạch kỷ kì sự nhiên hậu từ quy .
日禮僣位縱酒淫逸日事宴遊好為雜技之戲欲復姓楊宗室百官皆失望〇,"Nhật Lễ tiếm vị, tung tửu dâm dật nhật sự yến du hiếu vi tạp kĩ chi hí dục phục tính Dương Tông thất bá quan giai thất vọng ."
秋九月二十日太宰元晫及子元偰等誅日禮不克死之,"Thu cửu nguyệt, nhị thập nhật, Thái tể Nguyên trác cập tử Nguyên Tiết đẳng tru Nhật Lễ bất khắc, tử chi."
是日夜元晫父子及天寕公主二子率宗室諸人入城誅日禮,"Thị nhật dạ, Nguyên trác phụ tử cập Thiên Ninh công chúa nhị tử suất tông thất chư nhân nhập thành tru Nhật Lễ."
日禮踰墻伏新橋下,Nhật Lễ du tường phục Tân kiều hạ.
眾搜不得遂散㱕天,Chúng sưu bất đắc toại tán quy Thiê.
相明日禮入宫分人收捕主謀者,tương minh Nhật Lễ nhập cung phân nhân thu bổ chủ mưu giả.
十八人元晫等皆被害,Thập bát nhân Nguyên trác đẳng giai bị hại.
史臣吳士連曰日禮之干天位為陳宗室者𡸈可恝恝音戛無戞愁貌然坐視使社稷移他姓哉當是,"Sử thần Ngô Sĩ Liên viết: Nhật Lễ chi can thiên vị vi Trần tông thất giả, há khả kiết [kiết âm kiết vô kiết sầu mạo,] nhiên toạ thị sử xã tắc di tha tính tai! Đương thị.."
時也日禮有殺太后之罪惜宗室大臣不能正其罪以誅之也顧乃謀拙術踈反為所害,"thời dã, Nhật Lễ hữu sát Thái hậu chi tội, tích tông thất đại thần bất năng chính kì tội dĩ tru chi dã, cố nãi mưu chuyết, thuật sơ phản vi sở hại."
哀哉,Ai tai! .
冬十月帝以女后之親惧禍及己出避沱江鎮即嘉興潜約其弟恭宣王曔章肅國上侯元旦天寕公主玉瑳會清化府大吏江起兵,"Đông thập nguyệt, Đế dĩ nữ hậu chi thân cụ hoạ cập kỷ xuất tị Đà Giang trấn [tức Gia Hưng,] tiềm ước kì đệ Cung Tuyên Vương Kính, Chương Túc quốc thượng hầu Nguyên Đán, Thiên Ninh công chúa Ngọc tha hội Thanh Hoá phủ Đại Lại giang khởi binh."
時日禮以少尉陳吾郎用事不知吾郎與帝同謀,Thời Nhật Lễ dĩ Thiếu uý Trần Ngô Lang dụng sự bất tri Ngô Lang dữ Đế đồng mưu.
每差軍将攻捕𡧸使捉帝勿還,Mỗi sai quân tướng công bổ mật sử tróc Đế vật hoàn.
累差南北諸軍無一人還者,Luỹ sai Nam Bắc chư quân vô nhất nhân hoàn giả.
吾郎請行不許,Ngô Lang thỉnh hành bất hứa.
初帝本無取國之意,"Sơ, Đế bản vô thủ quốc chi ý."
天寕公主請曰天下祖宗之天下何乃棄國與人君須去我以家奴,"Thiên Ninh công chúa thỉnh viết: Thiên hạ tổ tông chi thiên hạ hà nãi khí quốc dữ nhân Quân tu khứ, ngã dĩ gia nô.."
平之,bình chi.
帝去時作詩寄弟曔曰位極讒深便去官,Đế khứ thời tác thi ký đệ Kính viết: Vị cực sàm thâm tiện khứ quan.
側身度嶺入山蠻,Trắc thân độ lĩnh nhập sơn man.
七陵回首千行淚萬里捫心两鬂斑去武圖存唐社稷安劉復覩漢衣冠明宗事業君須記恢復神京指日還,"Thất lăng hồi thủ thiên hàng lệ, Vạn lí môn tâm lưỡng mấn ban, Khứ Vũ đồ tồn Đường xã tắc, An Lưu phục đổ Hán y quan, Minh Tông sự nghiệp quân tu kí, Khôi phục thần kinh chỉ nhật hoàn."
時人以為詩讖,Thời nhân dĩ vi thi sấm.
帝之未去也祗候内人副掌阮然勸之曰人欲害之盍見幾而作及帝即位以然為行遣遷左參知政事,"Đế chi vị khứ dã, Chi hậu nội nhân phó chưởng Nguyễn Nhiên khuyên chi viết: Nhân dục hại chi hạp kiến cơ nhi tác? Cập Đế tức vị, dĩ Nhiên vi Hành khiển thiên Tả tham tri chính sự."
然識字不多批簿時帝每教字畫於阮然示之,"Nhiên thức tự bất đa, phê bạ thời Đế mỗi giáo tự hoạ ư Nguyễn Nhiên thị chi."
史臣吳士連曰吿帝以難私恩也爵人于朝公選也,Sử thần Ngô Sĩ Liên viết: Cáo Đế dĩ nan tư ân dã tước nhân vu triều công tuyển dã.
帝念阮然之恩酧之金幣可也授之行遣,"Đế niệm Nguyễn Nhiên chi ân thù chi kim tệ khả dã, thụ chi Hành khiển.."
重職不可也,trọng chức bất khả dã.
夫當時行遣北周六卿所以毗賛國政事而不識字者為之非公選也,Phu đương thời Hành khiển Bắc Chu lục khanh sở dĩ tì tán quốc chính sự nhi bất thức tự giả vi chi phi công tuyển dã.
十一月帝及恭宣天寕俱領軍回京,"Thập nhất nguyệt, Đế cập Cung Tuyên, Thiên Ninh cụ lĩnh quân hồi kinh."
十三日至建興府舊名顯慶下令廢日禮為昏德公,"Thập tam nhật, chí Kiến Hưng phủ [cựu danh Hiển Khánh,] hạ lệnh phế Nhật Lễ vi Hôn Đức công."
十五日即皇帝位改元大赦稱義皇,"Thập ngũ nhật, tức Hoàng đế vị, cải nguyên, đại xá, xưng Nghĩa Hoàng."
凣一應事務並依開泰年間例,Phàm nhất ứng sự vụ tịnh y Khai Thái niên gian lệ.
帝嘗曰先朝立國自有法度不遵,Đế thường viết: Tiên triều lập quốc tự hữu pháp độ bất tuân.
宋制盖以南北各帝其國不相襲也,Tống chế cái dĩ Nam Bắc các Đế kì quốc bất tương tập dã.
大治間白面書生用事不達立法微意乃擧祖宗舊法恰向北俗上安排若衣服樂章之𩔗不可枚舉,Đại Trị gian bạch diện thư sinh dụng sự bất đạt lập pháp vi ý nãi cử tổ tông cựu pháp kháp hướng Bắc tục thượng an bài nhược y phục nhạc chương chi loại bất khả mai cử.
故初政一遵開泰年,Cố sơ chính nhất tuân Khai Thái niên..
間例〇,gian lệ .
是日帝正配惠懿夫人薨于建興府長安州之虎河,"Thị nhật, Đế chính phối Huệ Ý phu nhân hoăng vu Kiến Hưng phủ Trường Yên châu chi Hổ hà."
追册淑德皇后〇,Truy sách Thục Đức Hoàng Hậu .
群臣上尊號曰體天建極純孝皇帝,Quần thần thượng tôn hiệu viết Thể Thiên Kiến Cực Thuần Hiếu Hoàng Đế.
進至褚家津宗室群臣𨒖賀皆呼萬歲,Tiến chí Chử Gia tân tông thất quần thần nghênh hạ giai hô Vạn tuế.
因號褚家為山呼社,Nhân hiệu Chử Gia vi Sơn Hô xã.
二十一日駕至東步頭吾郎請日禮卑服遜位下舶奉𨒖,"Nhị thập nhất nhật, giá chí Đông Bộ Đầu, Ngô Lang thỉnh Nhật Lễ ti phục tốn vị hạ bách phụng nghênh."
帝謂之曰不圖今日事勢至此,Đế vị chi viết: Bất đồ kim nhật sự thế chí thử.
命囚於江口坊日禮召吾郎入幕詐之曰我有金甕藏於宫中爾當徃取,Mệnh tù ư Giang Khẩu phường Nhật Lễ triệu Ngô Lang nhập mạc trá chi viết: Ngã hữu kim úng tàng ư cung trung nhĩ đương vãng thủ.
吾郎跪聽日禮扼殺之,"Ngô Lang quỳ thính, Nhật Lễ ách sát chi."
吾郎姪陳世覩以聞,Ngô Lang điệt Trần Thế Đổ dĩ văn.
命格殺日禮及其子柳塟大𫎇山,"Mệnh cách sát Nhật Lễ, cập kì tử Liễu, táng Đại Mông sơn."
贈吾郎入内司馬謚忠敏亞王,"Tặng Ngô Lang Nhập nội Tư mã thuỵ, Trung Mẫn á Vương.."
二十六日治陳日覈傾危社則罪,"Nhị thập lục nhật, trị Trần Nhật Hạch khuynh nguy xã tắc tội."
日覈與日禮同謀勸殺諸宗室者,Nhật Hạch dữ Nhật Lễ đồng mưu khuyến sát chư tông thất giả.
故誅矣〇,Cố tru hĩ .
國子監司業朱安卒,Quốc tử giám tư nghiệp Chu An tốt.
贈文貞公賜從祀文廟安清潭人性剛介清脩〇節不求利達,"Tặng Văn Trinh Công tứ tòng tự Văn Miếu An [Thanh Đàm nhân,] tính cương giới thanh tu khổ tiết bất cầu lợi đạt."
居家讀書學業精醇名聞遠近弟子盈門躡青雲登政府者徃徃有之如范師孟黎伯适已為行遣亦各執子弟禮時來問候拜床下得與談話片言而去者甚以為喜,"Cư gia độc thư học nghiệp tinh thuần danh văn viễn cận đệ tử doanh môn niếp thanh vân đăng chính phủ giả vãng vãng hữu chi Như Phạm Sư, Mạnh Lê Bá Quát dĩ vi Hành khiển diệc các chấp tử đệ lễ thời lai vấn hậu bái sàng hạ đắc dữ đàm thoại phiến ngôn nhi khứ giả thậm dĩ vi hỉ."
有不善者切責唾罵甚至呵叱不納,Hữu bất thiện giả thiết trách thoá mạ thậm chí à sất bất nạp.
其清直嚴毅凛烈可畏如此明宗微拜國子監司業授太子經,Kì thanh trực nghiêm nghị lẫm liệt khả uý như thử Minh Tông vi bái Quốc tử giám tư nghiệp thụ Thái tử kinh.
裕宗逸豫怠于政權,Dụ Tông dật dự đãi vu chính quyền..
臣多不法安諫不聽乃上疏乞斬佞臣七人皆權幸者時人號七斬疏,"thần đa bất pháp, An gián bất thính nãi thượng sớ khất trảm nịnh thần thất nhân giai quyền hạnh giả, Thời nhân hiệu Thất trảm sớ."
疏入不報遂掛冠㱕田里愛至靈山徃居之大朝會則赴闕,"Sớ nhập bất báo, toại quải quan quy điền lí Ái Chí Linh sơn vãng cư chi, đại triều hội tắc phó khuyết."
裕宗委以政事辭不拜,"Dụ Tông uỷ dĩ chính sự, từ bất bái."
憲慈太皇太后曰彼乃不得而臣之人我安得而使之耶,Hiến Từ Thái Hoàng Thái Hậu viết: Bỉ nãi bất đắc nhi thần chi nhân ngã an đắc nhi sử chi gia.
帝違内臣賫衣服賜之拜謝畢輙以與人,Đế vi nội thần tê y phục tứ chi bái tạ tất triếp dĩ dữ nhân.
天下高之,Thiên hạ cao chi.
至是裕宗崩國統将絶聞群臣迎立帝乃大喜杖策上謁旋乞還鄕辭不受封,Chí thị Dụ Tông băng quốc thống tương tuyệt văn quần thần nghênh lập đế nãi đại hỉ trượng sách thượng yết toàn khất hoàn hương từ bất thụ phong.
拜厚禮送還,Bái hậu lễ tống hoàn.
未幾壽終于家,Vị cơ thọ chung vu gia.
命官諭祭贈謚尋有從祀之命,Mệnh quan dụ tế tặng thuỵ tầm hữu tòng tự chi mệnh.
