大 越 史 記 續 編 序	Đại Việt sử kí tục biên tự	
夏 五 月 諸 鎮 路 府 縣 官 朝 賀 辭 回 帝 召 入 謂 之 曰 爾 等 任 官 歸 當 使 民 力 於 耕 農 斷 獄 務 以	Hạ ngũ nguyệt chư trấn lộ phủ huyện quan triều hạ tất từ hồi đế triệu nhập vị chi viết Nhĩ đẳng nhiệm quan quy đương sử dân lực ư canh nông đoán ngục vụ dĩ	
公 平 如 有 盗 劫 當 用 心 捕 捉 不 可 無 情 怠 慢	công bình như hữu đạo kiếp đương dụng tâm bổ tróc bất khả vô tình đãi mạn	
八 日 木 忙 宣 慰 車 蘿 順 每 州 經 畧 使 道 車 越 州 州 道 蘿 玉 麻 觀 察 使 琴 軻 等 來 献 方 物 賜 錢 各 有 差	Bát nhật Mộc Mường Tuyên Uý Xa La Thuận Mỗi châu kinh lược sứ Đạo Xa Việt châu châu Đạo La Ngọc Ma Quan sát sứ Cầm Kha đẳng lai hiến phương vật tứ tiền các hữu sai	
十 五 日 旨 揮 大 臣 内 外 文 武 百 官 等 爲 人 臣 當 盡 其 職 大 臣 則 左 右 厥 𨐓 爕 理 陰 陽 進 賢 退 不 肖 以 圖 政 治	Thập ngũ nhật chỉ huy đại thần nội ngoại văn võ bách quan đẳng Vi nhân thần đương tận kì chức Đại thần tắc tả hữu quyết bích nhiếp lí âm dương tiến hiền thoái bất tiêu dĩ đồ chính trị	
諸 衛 管 軍 官 則 府 恤 軍 士 練 習 武 藝 不 可 私 自 差 使 科 歛 擾 害 侵 損 軍 需 以 為 私 惠	Chư vệ quản quân quan tắc phủ tuất quân sĩ luyện tập võ nghệ bất khả tư tự sai sứ khoa liễm nhiễu hại xâm tổn quân nhu dĩ vi tư huệ	
五 道 行 遣 等 官 則 建 明 便 害 甄 别 善 惡	Ngũ đạo hành khiển đẳng quan tắc kiến minh tiện hại chân biệt thiện ác	
民 命 政 事 簿 書 獄 訟 要 處 置 得 宜 不 得 徇	Dân mệnh chính sự bạ thư ngục tụng yếu xứ trí đắc nghi bất đắc tuẫn	
私 减 公 以 傷 治	tư giảm công dĩ thương trị	
體 封 憲 官 則 䋲 愆 糾 謬 激 毒 揚 清 不 可 挟 私 論 事 及 畏 縮 緘 然	Thể phong hiến quan tắc thằng khiên củ mậu khích độc dương thanh bất khả hiệp tư luận sự cập uý súc giam nhiên	
内 密 院 則 遵 奉 典 憲 敖 奏 詳 審 不 得 倚 法 作 弊 有 所 要 求	Nội mật viện tắc tuân phụng điển hiến ngạo tấu tường thẩm bất đắc ỷ pháp tác tệ hữu sở yếu cầu	
刑 獄 官 鞠 對 明 白 伸 理 寃 枉 務 在 得 情 不 可 妄 受 嘱 托 賄 賂 以 致 沉 滯 寃 濫	Hình ngục quan cúc đối minh bạch thân lí oan uổng vụ tại đắc tình bất khả vọng thụ chúc thác hối lộ dĩ trí trầm đái oan lạm	
府 路 州 縣 等 官 宜 宣 布 德 意 府 字 部 民 詞 訟 賦 役 務 要 廉 平 不 可 以 財 媚 事 上 司 以 希 進 用	Phủ lộ châu huyện đẳng quan nghi tuyên bố đức ý phủ tự bộ dân từ tụng phú dịch vụ yếu liêm bình bất khả dĩ tài mị sự thượng ti dĩ hi tiến dụng	
殿 前 殿 後 各 局 各 庫 等 官 則 嚴 加 檢 納 不 可 廢 公 營 私 乾 没 侵	Điện tiền điện hậu các cục các khố đẳng quan tắc nghiêm gia kiểm nạp bất khả phế công dinh tư càn một xâm đố	
學 官 則 謹 守 𭓇 規 教 訓 諸 生 務 使 成 才 不 可 玩 視 歲 月	Học quan tắc cẩn thủ học quy giáo huấn chư sinh vụ sử thành tài bất khả ngoạn thị tuế nguyệt	
廢 弛 學 業 其 各 司 局 署 等 官 亦 宜 克 勤 厥 事 不 可 怠 情 僥 倖	phế thỉ học nghiệp kì các ti cục thự đẳng quan diệc nghi khắc cần quyết sự bất khả đãi tình nhiêu hạnh	
凡 爾 百 官 各 宜 遵 守 奉 行 依 旨 揮	Phàm nhĩ bách quan các nghi tuân thủ phụng hành y chỉ huy	
二 十 一 日 旨 揮 殿 前 各 軍 五 道 府 鎮 總 知 等 此 番 會 習 軍 期 各 将 割 詣 山 塲 斫 木 共 用 心 督 押 斫 取 如 法	Nhị thập nhất nhật chỉ huy điện tiền các quân ngũ đạo phủ trấn tổng tri đẳng thử phiên hội tập quân kì các tướng cát nghệ sơn trường chước mộc cộng dụng tâm đốc áp chước thủ như pháp	
餘 在 本 土 分 點 目 整 飾 噐 界 練 習 武 藝 不 得 留 與 君 人 逰 戲 道 路 及 科 歛 差 使 役	Dư tại bản thổ phận điểm mục chỉnh sức khí giới luyện tập võ nghệ bất đắc lưu dữ quân nhân du hí đạo lộ cập khoa liễm sai sử dịch	
二 十 二 日 入 内 少 尉 參 知 政 事 黎 陵 進 聘 國 公 主 禮 物	Nhị thập nhị nhật Nhập nội thiếu uý Tham tri chính sự Lê Lăng tiến sính Quốc công chúa lễ vật	
以 其 男 黎 瀑 為 駙 馬 都 尉 仍 賜 以 侯 服 厩 馬	Dĩ kì nam Lê Bộc vi Phò mã đô uý nhưng tứ dĩ hầu phục cứu mã	
籃 京 潭 水 赤	Lam Kinh đàm thuỷ xích	
二 十 三 日 給 諸	Nhị thập tam nhật cấp chư	
王 公 主 大 臣 文 武 百 官 歲 俸 錢 各 有 差	vương công chúa đại thần văn vũ bách quan tuế bổng tiền các hữu sai	
西 道 都 督 黎 榴 奏 曰 臣 嘗 見 民 間 迫 於 困 苦 雖 一 錢 之 徵 視 之 猶 十 緣	Tây đạo đô đốc Lê Lựu tấu viết hần thường kiến dân gian bách ư khốn khổ tuy nhất tiền chi trưng thị chi do thập duyên	
此 奏 辭 歲 俸 陛 下 不 以 臣 有 罪 特 賜 户 五 十 而 俸 錢 一 歲 所 入 必 又 加 倍	Thử tấu từ tuế bổng bệ hạ bất dĩ thần hữu tội đặc tứ hộ ngũ thập nhi bổng tiền nhất tuế sở nhập tất hựu gia bội	
今 當 給 百 官 歲 俸 錢 臣 乞 辭	Kim đương cấp bách quan tuế bổng tiền thần khất từ	
二 十 八 日 聖 旨 與 南 策 上 路 至 靈 縣 陶 殼 社 社 正 故 阮 文 調 妻 阮 氏 爲 節 婦 聽 給 黄 榜 旌 表 門 閭 仍 免 子 孫 各 十 一 人 奉 養	Nhị thập bát nhật thánh chỉ dữ Nam Sách thượng lộ Chí Linh huyện Đào Xác xã xã chính cố Nguyễn Văn Điều thê Nguyễn Thị vi tiết phụ thính cấp hoàng bảng tinh biểu môn lư nhưng miễn tử tôn các thập nhất nhân phụng dưỡng	
御 使 中 丞 范 瑜 副 中 丞 程 文 徽 監 察 程 鷟 裴 祐 等 劾 奏 車 騎 衞 義 武 軍 管 領 阮 原 通	Ngự sử trung thừa Phạm Du phó trung thừa Trình Văn Huy Giám sát Trình Trạc Bùi Hựu đẳng hặc tấu Xa kị vệ Nghĩa Vũ quân quản lĩnh Nguyễn Nguyên Thông	
於 今 年 會 集 軍 期 差 使 軍 人 私 役 及 餘 放 回 家 追 錢 入 己 請 寘 於 法 以 警 其 餘	ư kim niên hội tập quân kì sai sứ quân nhân tư dịch cập dư phóng hồi gia truy tiền nhập kỷ thỉnh trí ư pháp dĩ cảnh kì dư	
六 月 免 黎 受 於 天 牢	Lục nguyệt miễn Lê Thụ ư Thiên Lao	
冬 十 月 二 十 五 日 遣 陪 臣 黎 文 老 阮 建 美 阮 居 道 鄧 惠 一 作 連 如 明 歲 貢 并 謝 賜 衮 冕	Đông thập nguyệt nhị thập ngũ nhật khiển bồi thần Lê Văn Lão Nguyễn Kiến Mĩ Nguyễn Cư Đạo Đặng Huệ Nhất tác Liên như Minh tuế cống tịnh tạ tứ cổn miện	
十 一 月 有 虎 入 城 中 延 祐 寺 遣 御 前 各 執 刀 捉 殺 之	Thập nhất nguyệt hữu hổ nhập thành trung Diên Hựu tự khiển ngự tiền các chấp đao tróc sát chi	
丁 丑 四 年 明 天 順 元 年 春 正 月 明 景 泰 帝 有 疾 群 臣 武 清 侯 石 亨 與 掌 兵 都 督 張 輗 輗 張 輔 子 左 都 御 史 楊	Đinh Sửu tứ niên Minh Thiên Thuận nguyên niên Xuân chính nguyệt Minh Cảnh Thái đế hữu tật quần thần Vũ Thanh hầu Thạch Hanh dữ chưởng Binh đô đốc Trương Nghê Nghê Trương Phụ tử Tả đô ngự sử Dương	
善 副 都 御 史 徐 有 貞 等 迎 上 皇 即 英 宗 復 位 改 元 天 順	Thiện Phó đô ngự sử Từ Hữu Trinh đẳng nghênh thượng hoàng Tức Anh Tông phục vị cải nguyên Thiên Thuận	
二 月 朔 廢 景 太 帝 仍 為 郕 王 歸 西 宮	Nhị nguyệt sóc phế CẢnh Thái đế nhưng vị Thành Vương quy Tây cung	
是 月 十 九 日 郕 王 薨 妃 嬪 唐 氏 等 俱 賜 紅 帛 自 盡 以 殉 塟	Thị nguyệt thập cửu nhật Thành Vương hoăng phi tần Đường thị đẳng cụ tứ hồng bạch tự tận dĩ tuẫn táng	
秋 八 月 至 九 月 大 風	Thu bát nguyệt chí cửu nguyệt đại phong	
九 月 二 十 六 日 明 遣 正 使 尚 寶 寺 卿 兼 翰 林 院 侍 讀 黄 諫 副 使 太 僕 寺 丞 鄒 允 隆 來 告 英 宗 復 位 立 皇 太 子 并 賜 綵 幣	Cửu nguyệt nhị thập lục nhật Minh khiển chánh sứ Thượng Bảo tự khanh kiêm Hàn lâm viện thị độc Hoàng Gián Phó sứ Thái bộc tự thừa Trâu Doãn Long lai cáo Anh Tông phục vị lập Hoàng thái tử tịnh tứ thái tệ	
冬 十 月 十 四 日 帝 遣 正 使 南 道 行 遣 左 納 言 知	Đông thập nguyệt thập tứ nhật đế khiển chánh sứ Nam đạo hành khiển tả nạp ngôn tri	
軍 民 簿 籍 黎 希 葛 副 使 翰 林 院 侍 講 鄭 鉄 長 中 書 起 居 舍 人 阮 天 錫 監 察 御 史 陳 驚 等 往 明 國 賀 即 位 并 立 皇 太 子 及 謝 賜 綵 幣 黎 希 葛 梁 江 籃 山 人	quân dân bạ tịch Lê Hi Cát Phó sứ Hàn lâm viện thị giảng Trịnh Thiết Trường Trung thư khởi cư xá nhân Nguyễn Thiên Tích Giám sát ngự sử Trần Kinh đẳng vãng Minh quốc hạ tức vị tịnh lập Hoàng thái tử cập tạ tứ thái tệ Lê Hi Cát Lương Giang Lam Sơn nhân	
戊 寅 五 年 明 天 順 二 年	Mậu Dần ngũ niên Minh Thiên Thuận nhị niên	
會 試 天 下 舉 人 賜 阮 文 儞 等 進 士 出 身	Hội thí Thiên hạ cử nhân tứ Nguyễn Văn Nễ đẳng tiến sĩ xuất thân	
己 卯 六 年 明 天 順 三 年	Kỉ Mão lục niên Minh Thiên Thuận tam niên	
東 十 月 三 日 諒 山 王 宜 民 夜 作 梯 分 三 道 上 東 門 城 盗 入 宫 禁	Đông thập nguyệt tam nhật Lạng Sơn vương Nghi Dân dạ tác thê phân tam đạo thượng Đông môn thành đạo nhập cung cấm	
帝 及 宣 慈 皇 太 后 俱 遇 害	Đế cập Tuyên Từ hoàng thái hậu cụ ngộ hại	
先 是 宜 民 母 楊 氏 賁 得 罪 於 太 宗 宜 民 不 得 立 乃 陰 𢙇 異 圖 窺 窬 神 噐 與 其 徒 范 屯	Tiên thị Nghi Dân mẫu Dương Thị Bí đắc tội ư Thái Tông Nghi Dân bất đắc lập nãi âm hoài dị đồ khuy du thần khí dữ kì đồ Phạm Đồn	
潘 般 陳 陵 唱 率 無 賴 之 人 凡 百 餘 丞 夜 作 梯 入 城 范 宮 禁 帝 遂 遇 害	Phan Ban Trần Lăng xướng suất vô lại chi nhân phàm bách dư thừa dạ tác thê nhập thành phạm cung cấm đế toại ngộ hại	
明 日 皇 太 后 亦 遇 害	Minh nhật hoàng thái hậu diệc ngộ hại	
内 人 侍 侯 副 掌 陶 表 死 之	Nội nhân thị hầu phó chưởng Đào Biểu tử chi	
時 黎 得 寧 以 都 旨 揮 典 禁 兵 當 直 不 能 出 先 衛 杜 乃 擁 兵 助 逆 故 宜 民 得 僣 位 號 而 文 武 臣 僚 飲 恨 茹 痛 四 方 百 姓 如 䘮 考 妣	Thời Lê Đắc Ninh dĩ đô chỉ huy điển cấm binh đương trực bất năng xuất tiên vệ đỗ nãi ủng binh trợ nghịch cố Nghi Dân đắc tiếm vị hiệu nhi văn võ thần liêu ẩm hận nhự thống tứ phương bách tính như tang khảo tỉ	
至 光 順 元 年 冬 十 月 二 十 四 日 招 魂 塟 于 籃 山 穆 陵 廟 號 仁 宗 其 上 尊 睿 號 曰 欽 文 仁 孝 宣 明 聰 睿 宣 皇 帝	Chí Quang Thuận nguyên niên đông thập nguyệt nhị thập tứ nhật chiêu hồn táng vu Lam Sơn Mục Lăng miếu hiệu Nhân Tông kì thượng tôn duệ hiệu viết Khâm Văn Nhân Hiếu Tuyên Minh Thông Duệ Tuyên Hoàng Đế	
潘 孚 先 論 曰 仁 宗 以 幼 冲 嗣 位 内 有 母 后 垂	Phan Phu Tiên luận viết Nhân Tông dĩ ấu xung tự vị nội hữu mẫu hậu thuỳ	
聽 政 外 有 大 臣 同 心 輔 治 故 十 七 年 間 天 下 平 安 居 樂 業 称 為 仁 慈 之 主 及 其 晚 年 遭 屯 無 賴 之 徒 唱 率 厲 德 侯 宜 民 夜 間 梯 城 盗 入 禁 帝 及 宣 德 皇 太 后 俱 被 害 悲 夫	thính chính ngoại hữu đại thần đồng tâm phụ trị cố thập thất niên gian thiên hạ bình an cư lạc nghiệp xưng vi nhân từ chi chủ cập kì vãn niên tao Đồn vô lại chi đồ xướng suất lệ đức hầu Nghi Dân dạ gian thê thành đạo nhập cấm Đế cập Tuyên Đức hoàng thái hậu cụ bị hại bi phu	
又 按 光 順 中 興 記 云 仁 宗 年 方 二 歲 裔 未 也 履 乾 太 后 阮 氏 牝 鷄 司 晨 都 督 黎 犬 狡 兔 執 命	Hựu án Quang Thuận Trung Hưng ký vân Nhân Tông niên phương nhị tuế duệ vị dã lí càn Thái hậu Nguyễn Thị tẫn kê tư thần Đô đốc Lê Khuyển giảo thỏ chấp mệnh	
君 眛 目 坐 閨 内 以 垂 簾 戚 里 貪 饕 自 寰 中 而 虐 權 倖 用 事 賄 賂 公 行 文 教 闇 闇	quân muội mục toạ khuê nội dĩ thuỳ liêm thích lí tham thao tự hoàn trung nhi ngược quyền hạnh dụng sự hối lộ công hành văn giáo ám ám	
以 氷 消 賢 屈 翅 宿 儒 如 李 子 晋 程 舜 俞 投 之 散 地 靣 墻	Dĩ băng tiêu hiền khuất sí túc nho như Lí Tử Tấn Trình Thuấn Du đầu chi tán địa diện tường	
营 而 風 起 犬 鼠 呀 牙	dinh nhi phong khởi khuyển thử nha nha	
宰 臣 如 黎 寵 黎 察 不 辨 畜 掌 兵 如 黎 顛 黎 練 不 明 四 時	Tể thần như Lê Sủng Lê Sát bất biện súc Chưởng binh như Lê Điên Lê Luyện bất minh tứ thời	
良 臣 如 鄭 可 復 驟 以 顛 擠	Lương thần như Trịnh Khả Phục sậu dĩ điên tễ	
才 士 如 阮 夢 荀 投 之 祸 害	Tài sĩ như Nguyễn Mộng Tuân đầu chi hoạ hại	
寃 無 訴 事 總 覆 墮	Oan vô tố sự tổng phú đoạ	
文 階 如 公 僎 将 周 八 衮 宰 臣 如 醯 不 識 一 丁 少 者 罔 念 而 作 狂 老 者 不 死 而 賊	Văn giai như Công Soạn tương chu bát cổn Tể thần như Ê bất thức nhất đinh thiếu giả võng niệm nhi tác cuồng lão giả bất tử nhi tặc	
賣 官 鬻 獄 好 富 疾 貧	Mại quan chúc ngục hiếu phú tật bần	
賢 能 為 社 稷 之 棟 梁 空 掃 地	Hiền năng vi xã tắc chi đống lương không tảo địa	
文 章 關 國 家 之 氣 運 寂 寂 則 茅	Văn chương quan quốc gia chi khí vận tịch tịch tắc mao	
謟 媚 堅 刀 筆 進 用	Xiểm mị kiên đao bút tiến dụng	
行 遣 阮 有 光 内 密 黎 懷 之 宦 官 五 六 輩 無 一 人 以 闔 門 禁 衛 黎 得 寧 旨 揮 黎	Hành khiển Nguyễn Hữu Quang Nội mật Lê Hoài Chi hoạn quan ngũ lục bối vô nhất nhân dĩ hạp môn Cấm vệ Lê Đắc Ninh chỉ huy Lê	
毓 衛 士 見 入 九 徒 無 一 人 以 擁 楯	Dục vệ sĩ kiến nhập cửu đồ vô nhất nhân dĩ ủng thuẫn	
人 情 洶 路 嗷 嗷	Nhân tình hung hung lộ ngao ngao	
戚 里 如 文 老 昌 黎 心 同 鬼 蜮 具 臣 如 榴 杜 私 誰 不 㖒 疴 門 闕 脆 弱 手 能 排 毀	Thích lí như Văn Lão Xương Lê tâm đồng quỷ vực cụ thần như Lựu Đỗ Tư thuỳ bất đề a Môn khuyết thuý nhược thủ năng bài huỷ	
乃 率 狐 之 旅 潜 蓄 簒 逆 之 謀	Nãi suất hồ chi lữ tiềm súc soán nghịch chi mưu	
賊 臣 范 屯 潘 般 陳 陵 莊 及 狗 彘 三 百 餘 人 夜 敢 梯 墻 盗 透 如 入 無 之 境	Tặc thần Phạm Đồn Phan Ban Trần Lăng Trang cập cẩu trệ tam bách dư nhân dạ cảm thê tường đạo thấu như nhập vô chi cảnh	
帝 及 太 后 俱 被 害 悲 夫	Đế cập thái hậu cụ bị hại bi phu	
初 七 日 諒 山 王 宜 民 自 立 即 皇 帝 位 大 赦 改 元 天 興 十 月 三 日 以 前 著 延 寧 六 年 七 日 以 後 著 宜 民 天 興 元 年	Sơ thất nhật Lạng Sơn vương Nghi Dân tự lập tức Hoàng đế vị đại xá cải nguyên Thiên Hưng Thập nguyệt tam nhật dĩ tiền trước Diên Ninh Lục niên thất nhật dĩ hậu trước Nghi Dân Thiên Hưng nguyên niên	
賜 内 外 文 武 百 官 覃 恩 一 資	Tứ nội ngoại văn võ bách quan đàm ân nhất tư	
其 僞 赦 文 云 朕 以 太 宗 文 皇 帝	Kì nguỵ xá văn vân Trẫm dĩ Thái Tông Văn Hoàng đế	
長 子 昔 以 正 位 東 宫	trưởng tử tích dĩ chính vị Đông cung	
不 幸 先 帝 東 巡 忽 崩 于 外	Bất hạnh tiên đế Đông tuần hốt băng vu ngoại	
阮 太 后 欲 固 權 位 潜 令 内 官 謝 清 取 基 立 以 為 君 俾 朕 奉 藩	Nguyễn thái hậu dục cố quyền vị tiềm lệnh nội quan Tạ Thanh thủ Bang Cơ lập dĩ vi quân tỉ trẫm phụng phiên	
後 謝 清 泄 其 事 及 太 尉 鄭 可 司 空 鄭 克 復 乃 併 殺 之 以 减 其 口	Hậu Tạ Thanh tiết kì sự cập Thái uý Trịnh Khả Tư không Trịnh Khắc Phục nãi tính sát chi dĩ giảm kì khẩu	
固 自 此 以 來 旱 蝗 相 仍 災 異 屢 見 饑 饉 流 作 百 姓 困 窮	Cố tự thử dĩ lai hạn hoàng tương nhưng tai dị lũ kiến cơ cận lưu tác bách tính khốn cùng	
延 寧 自 知 非 先 帝 子 且 眾 心 離 散 乃 於 今 年 十 月 初 三 日 命 朕 代 位	Diên Ninh tự tri phi Tiên đế tử thả chúng tâm li tán nãi ư kim niên thập nguyệt sơ tam nhật mệnh trẫm đại vị	
朕 仰 賴 皇 天 眷 故 宗 廟 保 佑 暨 諸 王 大 臣 中 外 文 武 臣 僚 同 心 推 戴 請 朕 宜 承 大 統 再 三 勸 進 朕 不 得 以 迺 於 今 年 十 月 初 七 日	Trẫm ngưỡng lại hoàng thiên quyến cố tông miếu bảo hựu kị chư vương đại thần trung ngoại văn võ thần liêu đồng tâm suy đái thỉnh trẫm nghi thừa đại thống tái tam khuyến tiến trẫm bất đắc dĩ nãi ư kim niên thập nguyệt sơ thất nhật	
即 位 改 號 天 興	tức vị cải hiệu Thiên Hưng	
是 月 黎 民 遣 黎 景 徽 阮 如 堵 黄 清 阮 堯 咨 等 如 明 歲 貢 并 觧 氽 珠 事	Thị nguyệt Lê Dân khiển Lê Cảnh Huy Nguyễn Như Đổ Hoàng Thanh Nguyễn Nghiêu Tư đẳng như Minh tuế cống tịnh giải thộn châu sự	
二 十 日 又 遣 陳 封 梁 如 鵠 陳 伯 齡 等 往 明 國 求 封	Nhị thập nhật hựu khiển Trần Phong Lương Như Hộc Trần Bá Linh đẳng vãng Minh quốc cầu phong	
按 阮 伯 驥 穆 陵 碑 文 云 帝 神 釆 英 俊 容 止 端 重	Án Nguyễn Bá Ký Mục Lăng bi văn vân Đế thần thái anh tuấn dung chỉ đoan trọng	
每 朝 暇 親 詣 經 筵 講 學 日 西 乃 輟	Mỗi triều hạ thân nghệ kinh diên giảng học nhật tây nãi chuyết	
