國 之 有 史 尙 矣	Nước có sử đã từ lâu	
冬 十 月 塟 天 德 府 壽 陵 謚 曰 神 武 皇 帝 廟 號 太 祖	Mùa đông tháng mười táng tiên đế ở Thọ Lăng phủ Thiên Đức đặt thuỵ là Thần Vũ Hoàng Đế miếu hiệu là Thái Tổ	
黎 文 休 曰 夫 古 者 天 子 既 崩 安 靈 柩 有 陵 或 號 茂 陵 或 號 昌 陵 遣 宸 章 有 閣 或 名 顯 謨 或 名 寶 文	Lê Văn Hưu nói Thời cổ khi thiên tử đã băng xây lăng an táng linh cữu hoặc gọi là Mậu Lăng hoặc gọi là Xương Lăng để văn chương ở các hoặc gọi là Hiển Mô hoặc gọi là Bảo Văn	
今 李 家 歷 代 陵 秘 曰 壽 陵 閣 秘 曰 龍 圖 盖 時 君 不 學 而 儒 臣 不 能 潤 色 或 無 古 之 力 也	Nay nhà Lý lăng các đời chỉ gọi chung là Thọ Lăng các gọi là Long Đồ có lễ bấy giờ vua không có học mà các nho thần cũng không biết sửa chữa hoặc không có sức kê cứu việc cổ vậy	
史 臣 吳 士 連 曰 李 祖 之 興 天 啓 其 祥 見 於 震 木 之 迹	Sử thần Ngô Sĩ Liên nói Lý Thái Tổ dấy lên trời mở điềm lành hiện ra ở vết cây sét đánh	
德 必 得 位 出 扵 人 之 㱕 又 當 卧 朝 浮 逞 暴 虐 之 餘 而 寬 仁 素 著 大 之 眷 求 民 主 民 之 㱕 于 有 德 舍 帝 將 誰 適 哉 觀 帝 之 基 命 宥 密 遷 都 定 國 仁 心 愛 民 至 誠 感 天 與 夫 代 叛 討 乱 南 北	Có đức tất có ngôi bởi lòng người theo về lại vừa sau lúc Ngoạ Triều hoang dâm bạo ngược mà vua thì vốn có tiếng khoan nhân trời thường tìm chủ cho dân dân theo về người có đức nếu bỏ vua thì còn biết theo ai Xem việc vua nhận mệnh sâu sắc lặng lẽ dời đô yên nước lòng nhân thương dân lòng thành cảm trời cùng là đánh dẹp phản loạn Nam Bắc	
通 好 天 下 晏 然 傳 祚 求 世 可 見 其 有 帝 王 之 略	Thông hiếu thiên hạ bình yên truyền ngôi lâu đời có thể thấy là có mưu lược của bậc đế vương	
惟 好 佛 老 一 事 為 之 累 耳	Duy có việc ham thích đạo Phật đạo Lão là chỗ kém	
太 宗 皇 帝	THÁI TÔNG HOÀNG ĐẾ	
諱 佛 瑪 一 名 德 政 太 祖 長 子 也 其 母 皇 后 黎 氏 以 黎 應 天 七 年 庚 子 六 月 二 十 六 日 誕 生 于 長 安 府 太 祖 受 禪 立 為 東 宫 太 子 及 太 祖 崩 賴 奉 曉 之 志 勇 同 心 濟 難 遂 即 皇 帝 位 五 十 五 歲 崩 于 長 春 殿	Tên huý là Phật Mã một tên khác là Đức Chính con trưởng của Thái Tổ Mẹ là hoàng hậu họ Lê sinh vua vào ngày hai mươi sáu tháng sáu năm Canh Tý niên hiệu Ứng Thiên năm thứ bảy thời Lê ở phủ Trường Yên Thái Tổ được nhường ngôi lập Đông cung thái tử Khi Thái Tổ băng nhờ có Phụng Hiểu trung dũng đồng lòng cứu nạn lên ngôi hoàng đế ở ngôi hai mươi bảy năm một nghìn hai mươi tám-một nghìn năm mươi bốn thọ năm mươi năm tuổi một nghìn -một nghìn năm mươi bốn băng ở điện Trường Xuân	
在 位 二 十 七 年 壽 帝 沉 幾 先 物 同 符 漢 光 征 伐 四 克 比 迹 唐 太	Vua là người trầm mặc cơ trí biết trước mọi việc giống như Hán Quang Vũ đánh đâu được đấy công tích sánh với Đường Thái Tông	
然 君 子 每 以 矜 大 過 責 備 其 賢	Nhưng người quân tử còn lấy việc khoe khoang thái quá để chê trách vua chưa hiền	
初 帝 之 生 也 時 長 安 府 有 民 家 牛 居 然 自 換 其 角 其 民 以 為 不 祥 憂 之	Khi vua mới sinh ở phủ Trường Yên có con trâu của nhà dân tự nhiên thay sừng khác người ấy cho là điềm không lành	
有 善 占 者 過 其 家 笑 曰 此 乃 改 新 之 象 子 何 預 焉 民 憂	Có người xem tướng tốt qua nhà vua cười nói Đây là điềm cải cách sao có thể lo lắng cho dân	
遂 解	Mới hết lo	
帝 扵 項 下 有 七 黑 子 比 天 七 星	Vua có bảy cái nốt ruồi sau gáy như sao thất tinh	
為 而 時 與 群 觀 遊 自 區 處 使 之 引 翼 前 後 左 右 如 官 導 從 之 儀	Khi còn nhỏ cùng trẻ con chơi đùa có thể sai bảo được chúng bắt chúng đi dàn hầu trước sau và hai bên như nghi vệ các quan theo hầu vua	
太 祖 見 而 悅 之 因 戱 曰 將 家 子 當 效 軍 旅 事 安 用 導 從 乎 帝 應 之 曰 導 從 奚 間 扵 將 家 子 哉 而 間 之 何 獨 不 在 丁 而 在 黎 乎 由 天 之 命 耳	Thái Tổ thấy thế vui lòng nhân nói đùa rằng Con nhà tướng nên bắt chước việc quân cần gì phải kẻ rước người hầu Vua trả lời ngay rằng Kẻ rước người hầu thì có xa lạ gì với con nhà tướng Nếu xa lạ thì sao ngôi vua không ở mãi họ Đinh mà lại về họ Lê đều do mệnh trời thôi	
太 祖 驚 異 由 是 益 竒 之	Thái Tổ kinh lạ từ đấy càng yêu quý hơn	
受 禪 之 日 立 為 東 宫 太 子	Khi Thái Tổ nhận nhường ngôi lập làm Đông cung thái tử	
順 天 三 年 封 開 天 王 居 于 外	Năm Thuận Thiên thứ ba phong làm Khai Thiên Vương cho ra ở bên ngoài	
十 一 年 命 為 元 帥 擊 占 城 于 布 政 寨	Năm thứ mười một cho làm Nguyên soái đi đánh Chiêm Thành có trại Bó Chính	
大 軍 渡 海 抵 龍 鼻 山	Đại quân vượt biển đến núi Long Tỵ	
黄 龍 見 于 帝 舟 帝 獨 自 負	Có rồng vàng hiện ở thuyền ngự chỉ một mình vua đỡ lấy con rồng	
及 至 破 之 擒 其 將 而 還	Đến nơi đánh tan quân Chiêm bắt được tướng đem về	
十 九 年 春 三 月 丙 申 朔 帝 以 所 御 衣 賜 南 帝 觀 道 士 陳 慧 隆	Năm thứ mười chín mùa xuân tháng ba ngày mồng một Bính Thân vua lấy áo ngự ban cho Trần Tuệ Long là đạo sĩ ở quán Nam Đế	
是 夜 光 徹 觀 内	Đêm ấy có ánh sáng khắp trong quán	
慧 隆 驚 起 視 之 乃 黄 龍 見 于 衣 架 也	Tuệ Long kinh ngạc dậy xem thì thấy rồng vàng hiện ở mắc áo	
此 皆 天 之 所 命 至 是 並 符 之	Các việc ấy đều là mệnh trời đến đây đều thấy phù hợp cả	
其 禪 性 仁 哲 頴 悞 通 文 武 大 略 至 於 禮 樂 射 御 書 數 等 藝 無 不 精 諳 云	Vua bẩm tính nhân từ sáng suốt dĩnh ngộ thông hiểu đại lược văn võ còn như lục nghệ lễ nhạc ngự xạ thư số không môn gì là không tinh thông am tường	
己 巳 天 成 二 年 宋 天 聖 七 年	Kỷ Tỵ niên hiệu Thiên Thành năm thứ hai Tống Thiên Thánh năm thứ bảy	
春 二 月 壬 午 慶 成 太 祖 廟	Mùa xuân tháng hai ngày Nhâm Ngọ khánh thành miếu Thái Tổ	
三 月 七 日 以 平 陽 公 主 嫁 諒 州 牧 申 紹 泰	Tháng ba ngày mồng bảy gả công chúa Bình Dương cho châu mục châu Lạng là Thân Thiệu Thái	
州 但 乃 甲 叛	Giáp Đản Nãi ở châu Ái làm phản	
夏 四 月 朔 帝 親 征 但 乃 甲 以 東 宫 太 子 監 國	Mùa hạ tháng bốn ngày mồng một vua thân đi đánh giáp Đản Nãi cho Đông cung thái tử ở lại Kinh sư làm Giám quốc	
但 乃 甲 既 扳 遣 中 使 督 但 乃 人 開 但 乃 港 至 自 但 乃	Khi đánh được giáp Đản Nãi rồi sai Trung sứ đốc suất người Đản Nãi đào kênh Đản Nãi Vua từ Đản Nãi trở về Kinh sư	
神 人 見 跡 于 勝 嚴 寺	Có dấu người thần hiện ở chùa Thắng Nghiêm	
六 月 龍 見 于 乾 元 殿 基	Tháng sáu rồng hiện lên ở nền điện Càn Nguyên	
帝 謂 左 右 曰 朕 既 壞 其 殿 剗 其 基 而 神 龍 猶 見	Vua nói với tả hữu rằng Trẫm phá điện ấy sang phẳng nền rồi mà rồng thần còn hiện	
意 者 景 德 龍 興 之 勝 地 居 天 地 之 正 中 乎 令 有 司 廣 其 規 模 正 其 背 向 重 脩 之 因 改 天 安 殿	Có lẽ đó là đất tốt đức lớn hưng thịnh ở chỗ chính giữa trời đất chăng Bèn sai Hữu ty mở rộng quy mô nhắm lại phương hướng mà làm lại đổi tên là điện Thiên An	
殿 之 左 起 宣 德 殿 右 起 延 福 殿 殿 之 前 墀 名 龍 墀	Bên tả dựng điện Tuyên Đức bên hữu dựng điện Diên Phúc thềm trước điện gọi là Long Trì thềm rồng	
增 從 之 東 置 文 明 殿 西 置 廣 武 殿 墀 之 左 右 對 立 鍾 楼 以 登 聞 小 民 獄 寃 枉 墀 之	Phía đông thềm rồng đặt điện Văn Minh phía tây đặt điện Quang Vũ hai bên tả hữu thềm rồng đặt lầu chuông đối nhau để dân chúng ai có việc kiện tụng oan uổng thì đánh chuông lên	
四 圍 皆 起 廊 廡 以	Bốn xung quanh thềm rồng đều có hành lang	
聚 會 百 官 六 軍 之 宿 衛	Tụ họp các quan và sáu quân túc vệ	
前 安 奉 天 殿 上 建 正 陽 樓 以 為 主 掌 籌 刻 之 處 後 起 長 春 殿 上 見 龍 圖 閣 以 為 宴 寝 逰 玩 之 所	Phía trước làm điện Phụng Thiên trên điện dựng lầu Chính Dương làm nơi trông coi tính toán giờ khắc phía sau làm điện Trường Xuân trên điện dựng gác Long Đồ làm nơi nghỉ ngơi du ngoạn	
外 築 周 圍 城 一 重 名 曰 龍 城	Bên ngoài đắp một lần thành bao quanh gọi là Long Thành	
秋 八 月 驩 州 献 麒 麟	Mùa thu tháng tám châu Hoan dâng kỳ lân	
冬 十 月 朔 萬 歲 寺 陛 前 天 雨 白 米 成 堆	Mùa đông tháng mười ngày mồng một trời mưa gạo trắng thành đống trước bậc thềm chùa Vạn Tuế	
是 歲 宋 使 章 頴 來 吊 祭	Năm ấy sứ nhà Tống là Chương Dĩnh sang làm lễ điếu tang	
又 遣 使 封 帝 為 郡 王	Lại sai sứ sang phong vua làm Quận Vương	
庚 午 三 年 宋 天 聖 八 年	Canh Ngọ năm thứ ba Thiên Thành năm thứ tám Tống Thiên Thánh một nghìn ba mươi	
春 二 月 起 天 慶 殿 于 長 春 殿 前 為 聽 政 之 所	Mùa xuân tháng hai làm điện Thiên Khánh ở trước điện Trường Xuân để làm chỗ nghe chính sự	
其 制 為 八 角 殿 之 前 後 並 駕 鳳 凰 橋	Điện làm kiểu bát giác trước sau đều bắc cầu Phượng Hoàng	
夏 四 月 遣 大 僚 黎 偓 佺 員 外 郎 阮 曰 親 如 宋	Mùa hạ tháng bốn sai Đại liêu ban Lê Ốc Thuyên và Viên ngoại lang Nguyễn Viết Thân sang nhà Tống	
報 聘	Để đáp lễ	
定 公 侯 文 武 冠 服	Định kiểu mũ áo của các công hầu văn võ	
冬 十 月 大 熟	Mùa đông tháng mười được mùa to	
十 四 日 帝 幸 鳥 路 田 省 歛 因 改 其 田 曰 永 興	Ngày mười bốn vua thân ra ruộng ở Điểu Lộ xem gặt nhân đổi tên cánh ruộng ấy gọi là ruộng Vĩnh Hưng	
是 日 還 宫	Ngày ấy trở về cung	
辛 未 四 年 宋 天 聖 九 年	Tân Mùi năm thứ bốn Thiên Thành một nghìn ba mươi một Tống Thiên Thánh năm thứ chín	
春 正 月 驩 州 叛	Mùa xuân tháng giêng châu Hoan làm phản	
二 月 朔 帝 親 征 驩 州 以 東 宫 太 子 監 國	Tháng hai ngày mồng một vua thân đi đánh châu Hoan cho Đông cung thái tử làm Giám quốc	
京 師 次 驩 州 州 人 降 詔 赦 牧 守 罪 遣 中 使 撫 諭 其 民	Quân đi từ Kinh sư đến châu Hoan người châu ấy đầu hàng Xuống chiếu tha tội cho các quan châu huyện sai Trung sứ phủ dụ dân chúng	
三 月 帝 至 自 驩 州	Tháng ba vua từ châu Hoan về đến Kinh	
詔 錢 賃 工 造 寺 丱 于 鄕 邑 九 百 五 十 所	Xuống chiếu phát tiền thuê thợ làm chùa quán ở các hương ấp tất cả một trăm năm mươi chỗ	
秋 八 月 設 法 會 慶 成	Mùa thu tháng tám mở hội chay để khánh thành	
大 赦 天 下	Đại xá thiên hạ	
冬 十 月 朔 道 士 鄭 智 空 奏 請 賜 道 士 受 記 籙 于 太 清 宮	Mùa đông tháng mười ngày mồng một đạo sĩ Trịnh Trí Không tâu xin cho các đạo sĩ được nhận ký lục ở cung Thái Thanh	
制 可	Vua y cho	
壬 申 五 年 宋 明 道 元 年	Nhâm Thân năm thứ năm Thiên Thành một nghìn ba mươi hai Tống Minh Đạo năm thứ một	
春 二 月 雷 公 觀 前 釋 迦 寺 優 曇	Mùa xuân tháng hai Lôi Công quán tiền Thích Ca tự ưu đàm	
樹 開 花	Nở hoa	
夏 四 月 朔 帝 幸 杜 洞 江 信 鄕 耕 籍 田 農 人 献 夏 田 禾 一 莖 九 穗	Mùa hạ tháng bốn ngày mồng một vua ngự đến Tín Hương ở Đỗ Động giang cày ruộng tịch điền có nhà nông dâng một cây lúa chiêm có chín bông thóc	
詔 改 其 田 曰 應 天	Xuống chiếu đổi gọi ruộng ấy là ruộng Ứng Thiên	
是 日 還 宫	Ngày ấy trở về cung	
秋 九 月 帝 幸 諒 州 捕 象 至 自 諒 州	Mùa thu tháng chín vua đi châu Lạng bắt voi rồi từ châu Lạng trở về	
冬 十 一 月 宴 群 臣 於 天 安 殿	Mùa đông tháng mười một ban yến cho các quan ở điện Thiên An	
癸 酉 六 年 宋 明 道 二 年	Quý Dậu năm thứ sáu Thiên Thành một nghìn ba mươi ba Tống Minh Đạo năm thứ hai	
春 正 月 真 臘 國 來 貢	Mùa xuân tháng giêng nước Chân Lạp sang cống	
定 源 州 叛	Châu Định Nguyên làm phản	
二 月 帝 親 征 以 東 宫 太 子 監 國	Tháng hai vua thân đi đánh cho Đông cung thái tử giám quốc	
八 月 京 師 次 真 登 州 陶 大 姨 進 其 女 納 為 妃	Mồng tám quân đi từ Kinh sư đóng lại ở châu Chân Đăng có người đàn bà họ Đào dâng con gái vua nhận cho làm phi	
十 七 日 扳 定 源 州 師 還	Ngày mười bảy dẹp được châu Định Nguyên đem quân về	
秋 七 月 十 二 日 永 安 州 牧 師 用 和 言 六 州 有 真 珠 淵	Mùa thu tháng bảy ngày mười hai Vĩnh An châu mục Sư Dụng Hoà ngôn lục châu có chân châu uyên	
遣 使 求 之 果 得	Sai sứ cầu tìm cuối cùng tìm được	
八 月 東 宫 太 子	Mùa thu tháng tám sách Đông cung Thái tử	
為 開 皇 王 居 龍 德 宫	Làm Khai Hoàng Vương ở cung Long Đức	
十 三 日 帝 幸 長 廣 門 外 觀 皇 子 第 宅 落 落 始 也	Ngày mười ba vua ra ngoài cửa Trường Quảng xem phủ đệ của hoàng tử vừa xây xong	
成 詔 鑄 萬 斤 鍾 置 于 龍 墀 鍾 樓	Xuống chiếu đúc quả chuông một vạn cân để ở lầu chuông Long Trì	
九 月 彘 源 州 叛	Tháng chín châu Trệ Nguyên làm phản	
冬 十 月 帝 親 征 彘 源 州 以 開 皇 王 監 國	Mùa đông tháng mười vua thân đi đánh châu Trệ Nguyên cho Khai Hoàng Vương giám quốc	
彘 源 州 平	Dẹp yên châu Trệ Nguyên	
十 二 月 朔 帝 師	Tháng mười hai ngày mồng một vua đem quân về	
甲 戌 七 年 四 年	Giáp Tuất năm thứ bảy Từ tháng bốn về sau là niên hiệu Thông Thuỵ năm thứ một Tống Cảnh Hựu năm thứ một	
夏 四 月 詔 群 臣 言 事 於 上 前 呼 帝 曰 朝 廷	Mùa hạ tháng bốn xuống chiếu cho các quan tâu việc ở trước mặt vua thì gọi vua là triều đình	
黎 文 休 曰 天 子 自 稱 曰 朕 曰 予 一 人	Lê Văn Hưu nói Thiên tử tự xưng là trẫm là dư nhất nhân	
人 臣 稱 君 曰 陛 下 指 天 子 所 居 曰 朝 廷 指 政 令 所 出 為 朝 省 自 古 不 易 之 稱 也	Bề tôi xưng vua là bệ hạ chỉ chỗ thiên tử ở là triều đình chỉ chỗ chính lệnh ban ra là triều sảnh từ xưa không thay đổi xưng hô	
太 宗 使 群 臣 呼 己 為 朝 廷	Nay Lý Thái Tông bảo các quan gọi mình là triều đình	
其 後 聖 宗 自 號 為 萬 乘 髙 宗 使 人 呼 為 佛 皆 無 所 法 而 好 為 誇 大	Sau Lý Thánh Tông tự xưng là Vạn thặng Cao Tông bảo người gọi mình là Phật đều không theo phép ở đâu mà là thích khoe khoang	
孔 子 所 謂 名 不 正 則 言 不 順 此 也	Khổng Tử nói Danh không chính thì nói không thuận là thế	
是 月 改 元 通 瑞 元 年	Tháng ấy đổi niên hiệu là Thông Thuỵ năm thứ một	
時 有 嚴 寶 性 范 明 心 二 僧 焚 身 儘 成 七 寶	Bấy giờ hai nhà sư là Nghiêm Bảo Tính và Phạm Minh Tâm thiêu mình cháy kết thành thất bảo	
詔 以 其 寶 留 于 長 聖 寺 供 以 香 火	Vua xuống chiếu đem thất bảo ấy giữ ở chùa Trường Thánh để hương đèn thờ cúng	
帝 以 其 異 改 元 通 瑞	Vua cho là việc lạ đổi niên hiệu là Thông Thuỵ	
史 臣 吳 士 連 曰 佛 家 之 説 有 謂 舍 利 者 乃 焚 身 時 精 氣 所 聚 之 精 不 為 火 所 滅 之 物 故 謂 之 寶	Sử thần Ngô Sĩ Liên nói Thuyết nhà Phật gọi xá lỵ là tinh tuý do tinh khí tụ lại khi đốt xác lửa không đốt cháy được cho nên gọi là bảo	
