cn,sv,vi
"寸燭九霄懸日月
單刀萬古壯山河","Thốn chúc cửu tiêu huyền nhật ngyệt;
Đan đao vạn cổ tráng sơn hà.","Tấc đuốc chín tầng cùng nhật nguyệt;
Thánh đao muốn thuở mạnh sơn hà."
"福壽永經茲景福
農桑不改古遺風","Phúc thọ vĩnh tuy tư cảnh phúc;
Nông tang bất cải cổ di phong.","Cảnh phúc nay giàu thọ vẫn còn;
Phong tục cũ nông tang không đổi."
"挈指拈花誠格瑤穹三界府
信心念佛名標淨域九蓮臺","Khiết chỉ niêm hoa thành cách dao khung tam giới phủ;
Tín tâm niệm phật danh tiêu tịnh vực cửu liên đài.","Ngón tay giơ hoa, thực biến vùng trời ba giới phủ;
Tín tâm niệm phật, danh nêu tịnh vực chín đài sen."
"福錫無疆極衍皇疇五福
陽春有腳會開泰宇三陽","Phúc tích vô cương, cực diễn hoàng trù ngũ phúc;
Dương xuân hữu cước, hội khai thái vũ tam dương.","Ban phúc khôn cùng, tràn ngập cõi bờ ngũ phúc;
Dương xuân có bước, mở ra thái vũ tam dương."
"培像貽形留後世
造禪再立繼前人","Bồi tượng di hình lưu hậu thế;
Tạo thiền tái lập kế tiền nhân.","Đắp tượng vẽ hình, lưu hậu thế;
Tạo thiền tái lập, nối tiền nhân."
"古寺最清奇前溪後井
新庵增爽塏坐乙向辛","Cổ tự tối thanh kỳ tiền khê hậu tỉnh;
Tân am tăng sảng khải toạ ất hướng tân.","Chùa cổ rất thanh kỳ, trước khe sau giếng;
Am mới thêm sáng sủa, ngồi ất hướng tân."
"古跡地靈祥雲應
今來静放顯寺靈","Cổ tích địa linh tường vân ứng;
Kim lai tĩnh phóng hiển tự linh.","Dấu cổ đất thiêng, mây lành ứng;
Đến nay hiển hiện, rõ chùa thiêng."
"空門舉足權開事相良方
有根皈投理入圓融覺地，","Không môn cử túc quyền khai sự tướng lương phương;
Hữu căn quy đầu lý nhập viên dung giác địa.","Cửa không cất bước tạm coi, sự tướng phương hay;
Sẵn có quy căn vào chốn, phong quang đất giác."
"天聖盡度諸眾生
徳佛慈悲能救苦","Thiên thánh tận độ chư chúng sinh;
Đức Phật từ bi năng cứu khô.","Thiên thánh độ hết mọi chúng sinh;
Đức phật từ bi hay cứu khổ."
"國家有永山河固
天道無邊日月長","Quốc gia hứu vĩnh sơn hà cố.
Thiên đạo vô biên nhật nguyệt trường;","Quốc gia bền mãi non sông vững,
Thiên đạo vô biên ngày tháng dài;"
"梵字崇修普濟慈航超苦海
福田增廣永扶寶筏 迷川","Phạn vũ sùng tu, phổ tế từ hàng siêu khổ hải;
Phúc điền tăng quảng, vĩnh phù bảo phiệt độ mê xuyên.","Mái chùa sửa sang, tế độ thuyền từ qua bể khổ;
Ruộng phúc rộng mỡ, mãi đưa bè quý vượt sông mê."
"萬古仰洪麻聖德昭如日月
億年降祀典神威永鎮乾坤","Vạn cổ ngưỡng hồng hưu thánh đức chiêu như nhật nguyệt;
Ức niên giáng tự điển uy vĩnh trấn càn khôn.","Muôn thuở cầu chở che, đức thánh sáng như nhật nguyệt;
Ức năm lo tế tự, uy thần vẫn trấn càn khôn."
"水楊枝洗穢消災
愿修行成人得道","Thuỷ dương chi tẩy uế tiêu tai;
Nguyện tu hành thành nhân đắc đạo.","Nước cành dương tẩy uế tiêu tai;
Nguyện tu hành thành người đắc đạo."
"日照光明金殿閣
月臨梵宅玉樓臺","Nhật chiêu quang minh kim diện các;
Nguyệt lâm phạn trạch ngọc lâu đài.","Trời chiêu sáng soi điện gác vàng;
Trăng vào cửa Phật lâu đài ngọc."
"瑞雨慈濡菩提樹果千年茂
慈風動蕩般若開瑤萬世券","Thụy vũ từ nhu, Bồ Đề thụ quả thiên niên mậu;
Từ phong động đăng, Bát Nhã khai dao vạn thế xuân.","Mưa lành thấm đượm, Bồ Đề cây trái ngàn năm tốt;
Gió từ phơ phất, Bát Nhã hoa ngọc vạn đời xuân."
"薏日天晶萬種雲花呈般若
法雲地湧兩行寶樹引菩提","Tuệ nhật thiên tinh, vạn chủng vân hoa trình Bát Nhã;
Pháp vân địa dũng, lưỡng hàng bảo thụ dẫn Bồ Đề.","Trời tuệ sáng soi, muôn dặm mây hoa trình Bát Nhã;
Mây pháp nước phun, hai hàng cây quý tối Bồ Đề."
"誦佛慈悲修積善
聖賢廣大福後來","Tụng phật từ bi, tu tích thiện;
Thánh hiền quảng đại, phúc hậu lai.","Tụng phật từ bi nên tích thiện;
Thánh hiền quảng đại phúc về sau."
"代佛宜揚結集場中僧第貳
氣高星漢聰明德化合陰陽","Đại phật nghi dương kết tập trường trung tăng đệ nhị;
Khí cao tinh Hán thông minh đức hoa hợp âm dương.","Hội kết tập chúng tăng lần hai, thay Phật hoặng dương;
Đức thông minh hoa hợp âm dương, khí cao Ngân Hán."
"蓮花化生身面見
萬劫逍瑤永不來","Liên hoa hóa sinh thân diện kiến;
Vạn kiếp tiêu dao vĩnh bất lai.","Thân chứng kiến hoa sen sinh hóa;
Mãi không còn vạn kiếp tiêu dao."
"眾聖共推尊極樂淨光眞教主
諸佛同讚仰蓮花臺藏大慾尊","Chúng Thánh cộng suy tôn, Cực Lạc tịnh quang chân giáo chú;
Chư Phật đồng tán ngưỡng, Liên Hoa đài tạng đại từ tôn.","Các Thánh thầy suy tôn, Cực Lạc sáng trong chân giáo chủ;
Chư Phật đều tin tưởng, Liên Hoa hàm chứa đại từ bi."
"鐘動三圻天有益
•雷行四遠地無疆","Chung động tam kỳ thiên hữu ích;
Lôi hành tứ viễn địa vô cương.","Chuồng réo ba kỳ, trời có ích;
Sấm rền bốn cõi, đất không biên."
"身心非樹菩提非臺明鏡
恩德遍光覆慧遍日慈雲","Thân tâm phi thụ, Bồ đề, phi đài minh kính;
Ân đức biến quang, phú tuệ, biến nhật từ vân.","Thân tâm chẳng phải Bồ đề, chẳng phải đài gương sáng;
An đức làm sáng phúc tuệ, làm trời mây từ."
"神光普照民寧靜
聖德乘恩物阜康","Thần quang phổ chiếu dân ninh tĩnh;
Thánh đức thừa ân vật phụ khang.","Thần quang chiếu khắp, dân yên tĩnh;
Thánh đức rủ ơn, vật thịnh cường."
"優缽花開長茂盛
普度群生脱苦緣","Ưu bát hoa khai trường mậu thịnh;
Phổ độ quần sinh thoát khổ duyên.","Ưu bát nở hoa, tươi tốt mãi;
Phổ độ chúng sinh, khổ duyên qua."
"一眞空寂超之界
千億化身渡群生","Nhất chân không tịch siêu chi giới;
Thiên ức hóá thân độ uần sinh.","Một lòng tu đạo siêu tịnh giới;
Ngàn lượt hóa thân độ chúng sinh."
"國界重轉決只為江山明面日
凡人能忍渡無乎祭祀格神明","Quốc giới trọng tôn quyết chỉ vi giang sơn minh diện nhật;
Phàm nhân năng nhẫn độ vô hồ tế tự cách thần minh.","Quốc giới quý tôn trọng, chỉ vì ngày non sông rạng mặt;
Phàm nhân hay nhẫn nại, đâu gì hơn lo lễ tự thần minh."
"西竺有經眞見佛
雄山何景敬尊師","Tây Trúc hữu kinh chân kiến phật.
Hùng sơn hà cảnh kính tôn sư;","Tây Trúc có kinh đúng thấy phật.
Hùng sơn đâu cảnh kích tôn sư;"
"住足不行孰誇書劍無歸處
得門而入誰式神仙在眼前","Trủ túc bất hành, thục khoa thư kiếm vô quy xứ;
Đắc môn nhi nhập, thuỳ thức thần tiên tại nhân tiền.","Dừng bước không đi, ai bảo sách gươm không chốn dụng;
Được cửa mà vào, nào biết thần tiên trước mắt mình."
"禮樂威儀敬如神在
謳歌鼓舞樂在人和","Lễ nhạc uy nghi kính như thần tại;
Âu ca cố vũ lạc tại nhân hòà.","Lễ nhạc uy nghi, kính như thần tại;
Hát ca cổ vũ, vui ở nhân hòa"
"爐中纔熱五分香瑞氣氤氳騰宇宙
案上弘宣三藏教法音演解利人天","Lô trung tài nhiệt ngũ phần hương, thụy khí nhân uân đẳng vũ trụ;
Ăn thượng hoằng tuyên tam tạng giáo, pháp âm diễn giải lợi nhân thiên.","Trong lò mới nóng năm phần hương, khí lành nghi ngút khắp vũ trụ;
Trên án hoàng dương tam tạng giáo, lời pháp nói ra lợi trời người."
"南廟好收生旺水
方民普扇泰年風","Nam miếu hảo thu sinh vượng thủy;
Phương dân phổ phiến thái niên phong.","Miếu nam khéo thu nước sinh vượng;
Nhân dân quạt phẩy gió thái hòà."
"富彊近邑歐潮浪
震圃相沿越俗傳","Phú cường cận ấp Âu trào lãng;
Nông phố tương duyên Việt tục truyền.","Sóng triều Âu, mạnh giàu đã sẵn;
Phong tục Việt, vườn ruộng vẫn quen."
"天增歲月人增壽
春滿乾坤福滿堂","Thiên tăng tuế nguyệt nhân tăng thọ.
Xuân mãn càn khôn phúc mãn đường;","Trời tăng năm tháng người tăng thọ.
Xuân đầy trời đất phúc đầy nhà;"
"祖印重光如慧日
香爐續焰靉祥雲","Tổ ấn trùng quang như tuệ nhật;
Hương lô tục diệm ái tường vân.","Dấu tổ trùng quang, theo ngày sáng;
Lò hương tiếp đượm, báo mây lành."
"仰望祠前萬里祥雲呈聖瑞
與和舍共九天甘露洒人家","Ngưỡng vọng từ tiền vạn lý tường vân trình thánh thuy;
Dữ Hòà xá cộng cứu thiên cam lộ sái nhân gia.","Ngưỡng vọng đền ngoài, vạn dặm mây lành trình thánh thuy;
Cùng chung Hòà xá, chín trùng móc ngọt tưới nhân gia."
"視弗見聽弗聞陰扶旺相
感必通求必應民賴安康","Thị phất kiến, thính phất văn, âm phù vượng tướng;
Cảm tất thông, cầu tất ứng, dân lại an khang.","Nhìn chẳng thấy, nghe chẳng cùng, âm phù thịnh vượng;
Cảm tất thông, cầu tất ứng, dân cậy an khang."
"入門思念彌佗佛
到景須祥本寺僧","Nhập môn tư niệm Di Đà Phật;
Đáo cảnh tu tường bản tự tăng.","Vào chùa cầu niệm Di Đà Phật;
Đến cảnh nên tường bản tự tăng."
"佛道弘開萬類群生霑利樂
金臺屹立七重行樹烈芬芳","Phật đạo hoằng khai, vạn loại quần sinh chiêm lợi lạc;
Kim đài ngật lập, thất trùng hàng thụ liệt phân phương.","Phật đạo mở mang, muôn loại quần sinh nhuần lợi lạc;
Kim đài vòi vọi, bẩy trùng cây mọc tỏa hương thơm."
"道脈長流玉偈曠傳燈奕葉
禅宗永遠金經應念道興隆","Đạo mạch trường lưu, ngọc kệ khoáng truyền đăng dịch diệp;
Thiền tông vĩnh viên, kim kinh ưng niệm đạo hưng long.","Mạch đạo trường lưu, ngọc kệ rộng truyền đèn đổi thế;
Tông thiền vĩnh viễn, kim kinh cần niệm đạo hưng long."
"寶劍奮雄威瓢水九回頑鱷靜
神壇鐘秀氣象山一帶旺龍來","Bảo kiếm phấn hùng uy, Biều thuy cửu hồi ngoan ngạc tĩnh;
Thần đàn chung tú khí, Tượng sơn nhất đới vượng long lai.","Kiếm báu dấy uy hùng, Biều thuỷ chín vòng thu sấu dữ;
Đàn thần buông khí tốt, Tượng sơn một giải nạp rồng thiêng."
"維祖傅宗光有永
聯燈續焰映無達","Kế tổ truyền tông quang hữu vĩnh;
Liên đăng tục diệm ánh vô biên.","Kế tổ truyền tông, nền sáng mãi;
Liên đèn tiếp đượm, nếp vô biên."
"佛德弘宣憑眾慧
祖功繼接要當人","Phật đức hoằng tuyên bằng chúng tuệ;
Tổ công kế tiếp yếu đương nhân.","Phật đức mở mang, nhờ quần chúng;
Tổ đức thừa kế, dựa người nay."
"禱必靈求必應
赫厥威濯厥靈","Đảo tất linh cầu tất ứng;
Hách quyết uy trạc quyết linh.","Cầu tất linh, xin tất ứng;
Tỏ uy danh, hiển linh thiêng."
"德祖光榮香萬古
祠門顯赫壯千秋","Đức tố quang vinh hương vạn cố;
Từ môn hiển hách tráng thiên thu.","Đức tổ quang vinh, thơm vạn thuở;
Đền thờ hiển hách, rạng ngàn thu."
"啟澤江涵快睹祥雲戀日
鴻恩普洽群歌壽城春臺","Khải trạch giang hàm, khoái đổ tường vân tuệ nhật;
Hồng ân phổ hiệp, quần ca thọ vực xuân đài.","Đầm mở sông hòà, vui ngắm mây lành trời sáng;
Ơn dầy rộng hợp, cùng ca đất tốt đài xuân."
"五福演皇嚼會其有極
百祿庚天寶以莫不增","Ngũ phúc diễn hoàng trù hội kỳ hữu cực;
Bách lội canh thiên bảo, di mạc bất tăng.","Năm phúc đến lớn lao, hội may có lúc;
Trăm lộc đổi của trời, lấy để không tăng."
"凜烈威靈作四方主宰
包涵德大挺二氣良能","Lẫm liệt uy linh, tác tứ phương chủ tể;
Bao hàm đức đại, đình nhị khí lương năng.","Lẫm liệt uy linh, nhận bốn phương chủ tể;
Bao hàm đức lớn, gánh hai khí lương năng."
"神通法運仙中佛
聖德尊為帝者師","Thần thông pháp vân tiên trung phật;
Thánh đức tôn vi đế giả sử.","Phật trong tiên, thần thông vận phép;
Thầy ấy vua, tôn bậc thảnh hiền."
"祝聖壽讚皇圖同日月光輝萬古
祀民安祈物阜並山河壯固千秋","Chúc thánh thọ, tán hoàng đồ, đồng nhật nguyệt quang huy vạn cổ;
Tự dân an, kỳ vật phụ, tịnh sơn hà tráng cố thiên thu.","Chúc thánh thọ, ngợi sơn hà, cùng nhật nguyệt huy hoàng vạn cố;
Mong dân an, cầu vật mạnh, với non sông vững mạnh ngàn thu."
"六智運神通普濟群生百億
三乘開聖教包含世界三千","Lục trí vận thần thông, phổ tế quần sinh bách ức;
Tam thừa khai thánh giáo, bao hàm thế giới tam thiên.","Trăm vạn quần sinh, nhờ Lục trí thần thông phổ độ;
Ba nghìn thế giới, được Tam thừa thánh giáo bao hàm."
"梵宇巍峨萬丈毫光懸日月
禪門燦爛千秋香火對乾坤","Phạn vũ nguy nga, vạn trượng hào quang huyền nhật nguyệt;
Thiền môn xán lạn, thiên thu hương hỏa đối càn khôn.","Điện Phật nguy nga, vạn trượng hào quang ngang nhật nguyệt;
Cửa Thiền xán lạn, ngàn thu hương lửa sánh càn khôn."
"靜讀金經明妙理
閒觀花草悟眞空","Tình độc kim kinh minh diệu lý;
Nhàn quan hoa thảo ngộ chân không.","Lặng đọc kinh vàng, minh diệu lý;
Nhàn xem hoa lá, ngộ chân không."
"近悦速來皈佛化
救民演世仰洪恩","Cận duyệt viễn lai quy Phật hóá;
Cứu dân độ thế ngưỡng hồng ân.","Gần quý xa về, theo Phật đạo;
Cứu dân độ thế, chịu ơn dầy."
"海帖鯨波生氣懍然如有
民安府宅神功斂卻若無","Hải thiếp kình ba sinh khí lẫm nhiên như hữu;
Dân an phủ trạch thần công liễm khước nhược vô.","Biển động, sinh khí sóng kình lẫm nhiên như có;
Dân yên, thần công nha phủ bỗng tự là không."
"法雨注南州翠竹黄花生思色
慈雲布東土長松細草沐洪恩","Pháp vũ chú Nam châu, Thúy trúc hoàng hoa sinh tư sắc;
Từ vân bố Đông Thổ trường tùng tế thảo mộc hồng ân.","Mưa phép tưới Nam châu, trúc biếc hoa vàng tươi sắc đẹp;
Mây lành che Đông Thổ, thông cao cỏ bé đượm ơn dầy."
"泰筮羲疇喚精祥於茶嶺
河圖奉詔顯靈蹟于龍文","Thái phệ hy trù, hoán tinh tường ư Trà Lĩnh;
Hà đồ phụng chiếu, hiển linh tích vu Lot; Văn.","Bói tốt quẻ lành, gọi tinh tường nơi Trà Lĩnh;
Trời ban phụng chiếu, tỏ linh tích ở Long Văn."
"鬼神之為德視弗見聽弗聞承祀洋洋在左右
天地有正氣上為星下為岳於人一一垂丹青","Quỷ thần chi vi đức, thị phất kiến, thính phất văn, thừa tự dương dương tại tả hữu;
Thiên địa hữu chính khí, thượng vì tinh, hạ vi nhạc, ư nhân nhất nhất thuy đan thanh","Cái đức của quỷ thần, nhìn không thấy, nghe không thông, hưởng lộc đầy hai phía trái phải;
Chính khí nơi trời đất, trên là sao, dưới là núi, với người chỉ một lối vàng son."
"祖德高明恐覆蔭
孫承奉事壽人和","Tổ đức cao mình tư phú ấm;
Tôn thừa phụng sự thọ nhân hòà.","Phúc ấm nhớ về, đức tổ sáng;
Nhân hòa thờ mãi, việc cháu con."
