cn,vi
一德显现于天诚心自化百年希望圣品不凡。,"Một đức hiện trời, thành tự hoá;
Trăm năm hiền thành, phẩm phi phàm."
双玉初谐琴瑟调五花新授凤凰封。,"Điệu cầm, sắt hài hoà đôi ngọc.
Vây phượng loan trao mới năm hoa."
竹影仍然同身影在墨花尽带泪花飞。,"Ảnh trúc vẫn là thân ảnh đấy
Mực hoa đem hết lệ hoa bay."
百年儒生开门关闭九泽春青海边。,"Trăm năm nho học rộng mở cửa;
Chín lớp xuân ấn biển xa gần."
山脉土城名胜地春台寿域太平春。,"Mạch núi thành đất nên danh thắng địa;
Đài xuân vực thọ hưởng thái bình xuân."
春天开花发花秋天结果事业精于勤奋行为成就。,"Xuân phát về vè, thu hết về thực;
Nghiệp tinh ở cần, hành tinh ở tư."
才高鹦鹉赋春入凤凰楼。,"Tài cao phú Anh Vũ
Xuân vào lầu Phượng hoàng."
长养浩然气静观无字书。,"Bên nuôi khí hạo nhiên;
Lặng xem sách không chữ."
堂粲长庚征召上寿名登仕途试用鸿才。,"Nhà rạng tuổi cao lên thượng thọ
Tên nêu bảng sĩ thử tài năng."
风声传遍道路竹子经过轻轻春天的气味进入林中花草和野外都像一样。,"Đây lối gió lùa trúc ken đặc;
Chặt rừng xuân đến mờ mịt hoa."
新春寄托千门富裕快马加鞭万里路程。,"Xuân về đắc ý nghìn nhà phú;
Tuấn mã thêm roi vạn dặm đường."
一心清净本无染染荣华永垂万古三教庄严居第一光明普照十方。,"Một lòng thanh tịnh vô địch, đức độ vĩnh thuỷ vạn thuở;
Ba giáo trang nghiêm hàng đệ nhất, quang minh chiếu khắp mười phương."
鸾凤和谐琴瑟乐熊叶梦子孙多。,"Phượng loan cùng hót vui cầm sắt.
Hùng bi mộng lá đông cháu con."
椿树阵阵余风敲击树木捣药山古月印江心。,"Trận cọc còn vang, cây phất gió;
Vườn thuốc trăng xưa, chiêu lòng sông."
只有农民听从景福用德泽来救助百姓的财富。,"Hạnh phúc có bởi chuộng nông;
Tiền tài dư do sùng đức."
巽水长波易换支弦无尽水干山高眼光在万重山上游玩。,"Sóng nước toả lan như dây đàn rung vô tận;
Âm thanh vượt núi khiến mắt sáng phóng nghìn trùng."
幸福堂前无限乐长春花下有余香。,"Hạnh phúc đầy nhà vui khôn xiết;
Xuân tươi hoa nở về thêm hương."
希望慈母千年不老祝祷松树百万年长青。,"Mong mẹ hiền ngàn năm vẫn trẻ
Chúc tùng bách muôn thuở còn xanh."
绿野人来谈论农事青云客来谈论琴书。,"Thanh vân khách chí luận cầm thi;
Người nhà quê ra, chuyện cày cấy;"
润笔看凤舞和墨化龙飞。,"Bút hoạt như phượng múa;
Mực trơn hoá rồng bay."
琴书千古意花木四时春。,"Sách đàn ý ngàn thuở;
Hoa cỏ xuân bốn mùa."
亚东神佛双灵地南国乾坤格水。,"Thần Phật, Á đông hai đất quý;
Càn khôn, Nam quốc đến trời Âu."
玉质金妆承将略轻裘缓带教美人。,"Vàng ngọc y trang, theo tướng lược
Áo cừu đai nhẹ, dặn giai nhân."
广泛地流布正气匡扶庙宇模样变化万千表彰圣德论述英名自古以来的山河壮丽显示神威。,"Rộng dòng chính khí giữ gìn miếu mạo khói hương tỏ thánh đức;
Ghi chép tiếng vang tự cổ non sông tráng lệ chói thần uy."
四海名人题写寺庙古一山风物秀丽神深。,"Bốn biển danh nhân đề chùa cổ;
Một đồi phong vật luyện thân tâm."
迎春正开启俄山席爱客偏浮场杯。,"Đón xuân trải rộng chiếu Nga Sơn;
Mến khách rót đầy chén Bát Tràng."
直接读喜来三个月纵横富有百城书籍。,"Thẳng thắn vui cùng ba lời nguyệt;
Tung hoành giàu có sách trăm thành."
德行就像上天垂下来的一样正直聪明而又是一个神人纵使古代传下来的变化变通广大无边无边。,"Đức sánh với trời, ngay thẳng thông minh chỉ một;
Thần xuống từ núi, thần thông quảng đại không phương."
大开桃花宴拜爵荣开仕进门。,"Chốn bàn đào tiệc lớn chúc mừng.
Cửa thăng tiến vinh quang bái tước."
您暂且尽心尽力不要遗留春光随水流去我也能高高地游泳恐怕会惊动星斗落江来。,"Bác hãy cạn chén này, chớ để ánh xuân chìm theo nước;
Tôi cũng xin bơi vội, sợ rằng sao sáng rớt ngay sông."
地暖花长发林幽鸟听歌。,"Đất ấm hoa đua nở;
Rừng sâu chim thoả ca."
宋军解除战争吴帝命李期开国显神功。,"Giặc Tống lui quân, vì trời khiến;
Lý triều mở nước, rạng thần công."
形单影只经历三代志洁行芳超过百年。,"Hình đơn bóng lẻ qua tam thế(3),
Chí sạch làm hay vượt bách niên."
吟咏竹子诗含翠重梅笔带香。,"Ngâm thơ trúc ngậm biếc;
Bút vẽ mai có hương."
好梦茫茫难以寻找白雪阳春绝调竟成广陵散知音能有几高山流水伤心永断伯牙琴。,"Mộng đẹp khó tìm, nhờ Bạch Tuyết dương xuân mà khúc hát Quảng lăng được soạn.
Tri âm mấy kẻ, tưởng cao sơn lưu thủy nên cây đàn Bá Nha đập tan."
瓶添流水盛将月袖挂松竹意得云。,"Bình thêm nước suối đầy trăng đó;
Tay phất ngọn thông với được mây."
盛世长青树百年不老松。,"Đời thịnh cây xanh mãi.
Trăm năm tùng chẳng già."
月亮照耀桂宫天不夜云开莲座地无尘土。,"Trăng soi cung quế, trời không có đêm;
Mây che toà sen, đất không có bụi."
怎么能得到瑶台过天下不让地狱在人间。,"Mong cõi non tiên khắp thiên hạ;
Để không địa ngục dưới trần gian."
聚德妙灵通方信古今蓬岛母仪神运化长留天地雪冰。,"Thánh đức thật linh thông, mới biết xưa nay nơi hồng đảo;
Mẫu nghi thần biến hóá, dài lâu trời đất chốn tuyết băng."
师门学识推崇乡里的风声从老家中传出来。,"Học thức trường thầy vào bậc nhất;
Tiếng vang làng xóm tự ngày xưa."
古人学问不遗力年轻时就能成功老了才能成功。,"Người xưa học hỏi không còn sức;
Trai trẻ dày công già mới thành."
天命圣生哥哥东百结史记记载：地留神迹香火兆年春长。,"Trời mệnh thánh sinh, Đoài Đông sử chép trăm việc;
Đất còn thần tích, hương lửa xuân dài triệu năm."
正喜轩窗无俗韵更当风物报新秋。,"Hiên song mừng thấy không thô tục
Cảnh vật thay màu báo thu sang"
窗间的树色连山清净门外的山光映水明亮。,"Sắc cây liền núi qua song cửa
Đáy nước in mây trước ngõ nhà"
云鹤有奇翼海鸥无世情。,"Vân hạc bay về điểm hân lạ;
Hải âu lướt cánh thế tình không."
色相高超法雨慧风观自在空门最广祥云慧日出现如来。,"Sắc tướng thật cao siêu, mưa pháp gió từ xem tự có;
Cửa chùa hàng mở rộng, mây lành trời rọi hiện Như Lai."
碧树红花互相掩映竹轩兰草共同清坐。,"Cây biếc hoa hồng cùng che đỡ;
Hiên trúc thêm lan góp thanh hư."
希望您诚心诚意王官多降福求之必应神德最威灵。,"Người nguyện chân thành, vương quan nhiều phúc giáng;
Kẻ cầu át ứng, thần đức rất uy linh."
黎氏族土地钟灵云旗旗帜奇征显迹李朝天作合坤廉洁的范范母仪尊。,"Đất nhà Lê chung đúc, mây tán còn ghi tiên hiển hiện;
Trời triều Lý chắp mối, rèm khôn lưu dáng mẹ uy nghi."
任职的人一定要以实学护言人们常常有奇文。,"Kẻ nhận việc phải giàu thực học;
Người cẩn ngôn đều có kỳ văn."
难第难兄的名字叫璧沼宜家宜室议定注入兰房。,"Tên nêu hồ ngọc khó anh khó em.
Bàn chuyện phòng lan nên nhà nên cửa."
生意兴隆通四海财源茂盛达三江。,"Buôn bán sinh sôi thông bốn biển;
Tài nguyên dư dật khắp ba sông."
云霞缭绕桃花飘浮美德滋润兰蕊映金妆。,"Ngọc dịch chén đào mây hiện bóng.
Áo vàng lan nhuỵ đức thơm hương."
望远就能知道风浪小凌云开始觉得海波平。,"Nhìn xa nên hay gió bão nhỏ;
Lên cao mới biết biển sóng yên."
桂子名腾凤阁兰孙合对鸾。,"Con quế tên nêu leo gác phượng.
Cháu lan duyên đẹp trước màn loan."
书叶草从窗外绿芙蓉花向座中红。,"Sách mang cỏ đến ngoài song biếc.
Phù dung hoa hướng khách khoe hồng."
祝颂圣上赞颂皇上圆如日月光辉万古保护百姓安宁祈求万物盛并山河壮丽千秋。,"Chúc thánh đức, tụng vua hiền, cùng nhật nguyệt sáng ngời vạn cố;
Giúp dán yên, cầu vật thịnh, với sơn hà tráng lệ nghìn thu."
眼前灯火笙歌迭至收场时狮子流泪背后湖光山色偶然退步也觉得清凉。,"Trước mắt đèn đóm đàn ca, đến mãi kết cục còn sáng khắp;
Sau lưng ánh hồ sắc núi, ngẫu nhiên lui bước vẫn mát lùng."
竹林葱郁千峰翠树海上苍茫万顷清澈。,"Rừng trúc rậm tươi, nghìn đồi biếc;
Núi thẳm xanh rờn, vạn đám rung."
黄泉亲自面见如同相问一样白发满头想着他。,"Suối vàng gặp mặt nên thăm hỏi;
Tóc trắng trên đầu vẫn nhớ thương."
万斑风味藏着珍珠一片冰心在玉壶中。,"Muôn lần phong vị nơi hòm quý;
Một tấm lòng trong ở ngọc bình."
岭上梅花报喜信庭前椿树户芳年。,"Hoa mai đầu núi báo tin vui
Cây xuân sân trước nâng cao tuổi."
功德参照广大慈悲佛德德行配祭乾坤正直神。,"Phật từ bi, công thêm quảng đại;
Thân ngay thẳng, đức sánh càn khôn."
伯储攀桂林风流欣从璧水桥中逐渐发现大志陈仲擅自探花手闲暇时喜欢向柔乡里试试奇才。,"Anh sẴn phong lưu vin quế, tạm khoe chí lớn, men theo dòng biếc qua cầu,
Em chừng tiện tay bẻ hoa, muốn thử tài năng, mừng hướng thuận hoà hương lý."
恩深海河留万代德厚山林刻千秋。,"Sông biển ơn sâu, lưu vạn thuở;
Núi rừng dày đức, khắc ngàn thu."
这位老人竟然成了一个吹笛幸有高文垂宇宙平生胸怀大志广栽桃李在人间。,"Già cả thấy quạnh hiu, may có sách hay trùm vũ trụ
Một đời ôm chí lớn, rộng gieo đạo lý ở nhân gian."
万卷古今消灭永日一窗贤人晓送流年。,"Vạn quyển xưa nay ngày mài đọc;
Một song mở to tiễn năm qua."
李朝为国师是刘恩章盛典南天圣祖诞生歌颂赫赫大兴昌。,"Triều Lý quốc sư, ân đức gắn liền tó sử sách;
Trời Nam thánh tổ, công lao rực rỡ đội thanh danh."
路途遥远知道马力事情久已得人心。,"Đường dài hay sức ngựa;
Việc lâu biết lòng người."
想要除去烦恼必须没有我各有自己的来源不要妒忌别人。,"Muốn trừ phiền não phải vô ngã;
Đều có nguyên do chớ tị người."
春天欺凌仕籍联金诰桂萼映妆台对玉人。,"Trên biển vàng, hương xuân sỹ tịch.
Trước người ngọc, ánh quế đài trang."
到了常花堂玉相妙金蔡自觉十分仙境住在黄河里进入黄河中遇驱济头凡德江明月重没有半点尘心。,"Đến đây chẳng phải tầm thường, hoa đường vương tướng, gác đẹp chuông vàng, tự biết mười phần tiên cảnh;
Ở lâu sao chẳng gặp, biển bãi đầu phàm, Đức giang minh nguyệt, lại không nữa mảy trần tâm."
义祖高悬天地白忠肝广对鬼神知道。,"Nghĩa tổ cao siêu trời đất rõ;
Gan trung lẫm liệt quỷ thần hay."
瑞云降甘雨上天为他祈祷凿井耕田皇帝尽力。,"Mây lành, mưa ngọt trời giáng xuống;
Giếng đào, ruộng cấy đế giúp cho."
日朗星辉笔墨研究文章留下美好的迹象鸾鸟飞翔鹤鹤飞翔湖山地带来秀丽的声音。,"Trời sáng sao đầy nghiên bút văn chương lưu thắng tích;
Loan bay hạc giáng núi hồ đất đẹp nổi tiếng linh."
想要树立根基不如做善事能光大门第只有读书。,"Muốn xây nền tảng không gì bằng thiện;
Rạng danh môn đệ sách đọc nên chăm."
悬挂镜于空堂森严万象烧心灯于净地妙悟无为。,"Gương báu treo nhà vắng, thâm nghiêm muôn vẻ;
Đèn tâm sáng đất tĩnh, chứng tỏ vô vi."
祥瑞堂中来宴请祝贺祥瑞临临在膝下庆贺鸾鸟。,"Nhà phủ mây lành yến đến mừng
Bên gối niềm vui loan lại chúc."
百代孝慈高仰止万年支派永远流通。,"Trăm đời từ hiếu cao ngưỡng vọng;
Muôn thuở phái chi mãi lưu truyền."
美丽的春光机中收万景新奇的珍宝案上有千枝。,"Đẹp đẽ mùa xuân, muôn cảnh ghi trong mây;
Lạ kỳ vật quý, nghìn vật bày trên bàn."
登者保退思念万古江山绵延开始美好啊气旺千秋城邦慈慈之间。,"Lên cao nghĩ thực xa, tạo dựng non sông đầu muôn thuở;
Đẹp thay đời vẫn vượng, rừng xanh thành quách giữa ngàn thu."
基址重新改变龙象左边排列司马孚仰望江山依旧龟右边排列壮观胆壮。,"Nền nhà làm mới, tượng rồng bày trái gây tin tưởng;
Non sông như cũ, mai rùa đặt phải gợi tham quan."
道如江河随地而至成为淳朴圣人圣人如日月善于上天就是春秋。,"Đạo tựa sông ngòi, tuỳ đất đều thành Thủ Tứ;
Thánh như nhật nguyệt, khắp trời đâu chẳng Xuân Thu."
每天诵读金经祈求国泰时宣读偈语祈祷百姓安定。,"Ngày tụng kinh vàng cầu quốc thái;
Hay ngâm kệ bảo chúc dân an."
地草是它的灵气江山是长在这种道路形状在器物上钟鼓和云彩吗？,"Đất tụ khí thiêng, non sông còn mãi đó;
Thể hình nổi hiện, chuông trống vẫn vang thay."
学问规范后人治国治家都是这样的道理渊源师从前代的哲人经天纬地调的文章。,"Học vấn dạy người sau, nước trị, nhà yên đều phải đạo;
Nguồn gốc thầy mở trước, đất ngang, trời đọc gọi là văn."
忠厚一生嫌恶善少平安二字值钱多。,"Trung hậu một đời hiềm thiện ít;
Bình an hai chữ giá tiền cao."
花鸟多情有高人自然不俗林泉可爱难得片石也是争奇的。,"Hoa, chim thú đa tình, có cao nhân tự nhiên không tục;
Rừng, suối khe hấp dẫn, đâu phiến đã đáng xem lạ kỳ."
牛耕绿野千仓满虎啸青山万木春。,"Trâu cày đồng rậm nghìn kho chất;
Hổ thét non xanh vạn cây xuân."
旧国的文雅传播先进古代的礼仪制度容易后生。,"Phong văn nước cũ truyền người nước;
Mực thước đạo xưa dẫn kẻ sau."
不要对青山谈论世事不要带文章终于占有时名。,"Đừng trước non xanh bàn thế sự;
Chớ đem chữ nghĩa chiếm thời danh."
皓月满怀心不夜春云润物雨含情。,"Trăng sáng đầy lòng, tâm khó lặng
Mây xuân nhuần vật, đượm tình mưa"
顿望香灯上祝九重殿万寿岁时普念下祈百姓度三多。,"Sóc vọng đến hương, trên chúc cửu trùng cung vạn thọ;
Quanh năm tụng niệm, dưới cầu trăm họ được tam đa."
